sample,taxa,empP,circa_p,people,sum,number_exist,p,group,cluster
Siphoviridae.sp._P13,Siphoviridae.sp.,0.216783217,0.01383986,P13,0.471714824,8,0.01383986,rhythem,cluster2
Siphoviridae.sp._P14,Siphoviridae.sp.,0.060939061,0.020672914,P14,0.61673399,8,0.020672914,rhythem,cluster2
Streptococcus.agalactiae_P07,Streptococcus.agalactiae,0.103896104,0.150528977,P07,0.064095495,4,0.103896104,rhythem,cluster2
Streptococcus.agalactiae_P08,Streptococcus.agalactiae,0.047952048,0.030405761,P08,0.345626784,8,0.030405761,rhythem,cluster2
Streptococcus.agalactiae_P11,Streptococcus.agalactiae,0.182817183,0.139762134,P11,0.08299291,5,0.182817183,rhythem,cluster2
Streptococcus.agalactiae_P13,Streptococcus.agalactiae,0.350649351,0.011861638,P13,0.163526732,7,0.011861638,rhythem,cluster2
Streptococcus.agalactiae_P14,Streptococcus.agalactiae,0.027972028,0.012252714,P14,0.538903966,8,0.012252714,rhythem,cluster2
Streptococcus.agalactiae_P17,Streptococcus.agalactiae,0.508491508,0.106522956,P17,0.48272431,5,0.106522956,rhythem,cluster2
Streptococcus.agalactiae_P22,Streptococcus.agalactiae,0.37962038,0.099523117,P22,0.060811837,6,0.099523117,rhythem,cluster2
Streptococcus.australis_P07,Streptococcus.australis,0.076767858,0.163988175,P07,0.235812681,8,0.076767858,rhythem,cluster2
Streptococcus.australis_P08,Streptococcus.australis,0.013986014,0.043174909,P08,0.81310342,8,0.043174909,rhythem,cluster2
Streptococcus.australis_P13,Streptococcus.australis,0.508491508,0.009338135,P13,0.592826657,8,0.009338135,rhythem,cluster2
Streptococcus.australis_P14,Streptococcus.australis,0.216783217,0.024068468,P14,3.181289019,8,0.024068468,rhythem,cluster2
Streptococcus.gwangjuense_P05,Streptococcus.gwangjuense,0.156251964,0.08527458,P05,0.029015743,8,0.08527458,rhythem,cluster2
Streptococcus.gwangjuense_P07,Streptococcus.gwangjuense,0.013986014,0.133354134,P07,0.105902268,8,0.013986014,rhythem,cluster2
Streptococcus.gwangjuense_P08,Streptococcus.gwangjuense,0.103896104,0.018883313,P08,0.389048592,8,0.018883313,rhythem,cluster2
Streptococcus.gwangjuense_P09,Streptococcus.gwangjuense,0.08991009,0.091069844,P09,0.01822873,8,0.060939061,rhythem,cluster2
Streptococcus.gwangjuense_P11,Streptococcus.gwangjuense,0.156251964,0.028189297,P11,0.033489245,8,0.028189297,rhythem,cluster2
Streptococcus.gwangjuense_P13,Streptococcus.gwangjuense,0.125069836,0.021104278,P13,0.109925604,8,0.021104278,rhythem,cluster2
Streptococcus.gwangjuense_P14,Streptococcus.gwangjuense,0.027972028,0.017011743,P14,0.412682674,8,0.017011743,rhythem,cluster2
Streptococcus.gwangjuense_P22,Streptococcus.gwangjuense,0.001998002,0.020464598,P22,0.025286181,8,0.020464598,rhythem,cluster2
Streptococcus.gwangjuense_P23,Streptococcus.gwangjuense,0.027972028,0.006929909,P23,0.396073055,8,0.006929909,rhythem,cluster2
Streptococcus.lactarius_P13,Streptococcus.lactarius,0.37962038,0.008976396,P13,0.145658424,8,0.008976396,rhythem,cluster2
Streptococcus.lactarius_P14,Streptococcus.lactarius,0.37962038,0.043277111,P14,0.185207162,8,0.043277111,rhythem,cluster2
Streptococcus.mitis_P05,Streptococcus.mitis,0.156251964,0.006741024,P05,0.455612796,8,0.006741024,rhythem,cluster2
Streptococcus.mitis_P07,Streptococcus.mitis,0.000999001,0.12461624,P07,3.362558207,8,0.027972028,rhythem,cluster2
Streptococcus.mitis_P08,Streptococcus.mitis,0.034965035,0.038077481,P08,6.28558289,8,0.038077481,rhythem,cluster2
Streptococcus.mitis_P09,Streptococcus.mitis,0.08991009,0.076565112,P09,0.329678037,8,0.076565112,rhythem,cluster2
Streptococcus.mitis_P11,Streptococcus.mitis,0.156251964,0.044235909,P11,0.794063141,8,0.044235909,rhythem,cluster2
Streptococcus.mitis_P13,Streptococcus.mitis,0.216783217,0.029802451,P13,1.67571533,8,0.029802451,rhythem,cluster2
Streptococcus.mitis_P15,Streptococcus.mitis,0.125069836,0.121203053,P15,2.95263925,8,0.060939061,rhythem,cluster2
Streptococcus.mitis_P22,Streptococcus.mitis,0.008991009,0.003562061,P22,0.50392859,8,0.003562061,rhythem,cluster2
Streptococcus.mitis_P23,Streptococcus.mitis,0.060939061,0.008154416,P23,9.05825592,8,0.008154416,rhythem,cluster2
Streptococcus.oralis_P07,Streptococcus.oralis,0.076767858,0.120773027,P07,0.230935763,8,0.120773027,rhythem,cluster2
Streptococcus.oralis_P13,Streptococcus.oralis,0.508491508,0.007791216,P13,1.437408175,8,0.007791216,rhythem,cluster2
Streptococcus.oralis_P14,Streptococcus.oralis,0.060939061,0.010085172,P14,1.78233201,8,0.010085172,rhythem,cluster2
Streptococcus.oralis_P22,Streptococcus.oralis,0.125069836,0.086517552,P22,0.60797955,8,0.060939061,rhythem,cluster2
Streptococcus.parasanguinis_P13,Streptococcus.parasanguinis,0.37962038,0.009565064,P13,0.144579867,8,0.009565064,rhythem,cluster2
Streptococcus.parasanguinis_P14,Streptococcus.parasanguinis,0.37962038,0.037614691,P14,0.206397806,8,0.037614691,rhythem,cluster2
Streptococcus.parasanguinis_P22,Streptococcus.parasanguinis,0.137862138,0.155447822,P22,0.024303805,8,0.137862138,rhythem,cluster2
Streptococcus.pneumoniae_P05,Streptococcus.pneumoniae,0.156251964,0.040874478,P05,0.098831994,8,0.030969031,rhythem,cluster2
Streptococcus.pneumoniae_P07,Streptococcus.pneumoniae,0.013986014,0.132110109,P07,0.347821419,8,0.013986014,rhythem,cluster2
Streptococcus.pneumoniae_P08,Streptococcus.pneumoniae,0.034965035,0.034381027,P08,0.808678501,8,0.034381027,rhythem,cluster2
Streptococcus.pneumoniae_P09,Streptococcus.pneumoniae,0.182817183,0.093180571,P09,0.056434281,8,0.013986014,rhythem,cluster2
Streptococcus.pneumoniae_P11,Streptococcus.pneumoniae,0.156251964,0.031991117,P11,0.12034073,8,0.031991117,rhythem,cluster2
Streptococcus.pneumoniae_P13,Streptococcus.pneumoniae,0.216783217,0.045489139,P13,0.342778123,8,0.045489139,rhythem,cluster2
Streptococcus.pneumoniae_P15,Streptococcus.pneumoniae,0.125069836,0.141663861,P15,0.289035493,8,0.125069836,rhythem,cluster2
Streptococcus.pneumoniae_P22,Streptococcus.pneumoniae,0.008991009,0.020243006,P22,0.091692802,8,0.020243006,rhythem,cluster2
Streptococcus.pneumoniae_P23,Streptococcus.pneumoniae,0.060939061,0.011696328,P23,1.01264323,8,0.011696328,rhythem,cluster2
Streptococcus.pseudopneumoniae_P05,Streptococcus.pseudopneumoniae,0.156251964,0.0105329,P05,0.046077263,8,0.0105329,rhythem,cluster2
Streptococcus.pseudopneumoniae_P07,Streptococcus.pseudopneumoniae,0.013986014,0.138675708,P07,0.167664602,8,0.013986014,rhythem,cluster2
Streptococcus.pseudopneumoniae_P08,Streptococcus.pseudopneumoniae,0.034965035,0.038837528,P08,0.31446684,8,0.027972028,rhythem,cluster2
Streptococcus.pseudopneumoniae_P09,Streptococcus.pseudopneumoniae,0.08991009,0.078297584,P09,0.019233683,8,0.076767858,rhythem,cluster2
Streptococcus.pseudopneumoniae_P11,Streptococcus.pseudopneumoniae,0.08991009,0.025081455,P11,0.049840953,8,0.013986014,rhythem,cluster2
Streptococcus.pseudopneumoniae_P13,Streptococcus.pseudopneumoniae,0.216783217,0.022562601,P13,0.10734167,8,0.022562601,rhythem,cluster2
Streptococcus.pseudopneumoniae_P15,Streptococcus.pseudopneumoniae,0.125069836,0.076878847,P15,0.154679449,8,0.076878847,rhythem,cluster2
Streptococcus.pseudopneumoniae_P22,Streptococcus.pseudopneumoniae,0.008991009,0.01158079,P22,0.041460524,8,0.01158079,rhythem,cluster2
Streptococcus.pseudopneumoniae_P23,Streptococcus.pseudopneumoniae,0.060939061,0.008711615,P23,0.421982444,8,0.008711615,rhythem,cluster2
Streptococcus.sp..116.D4_P05,Streptococcus.sp..116.D4,0.156251964,0.027559293,P05,0.006777282,8,0.027559293,rhythem,cluster2
Streptococcus.sp..116.D4_P07,Streptococcus.sp..116.D4,0.034965035,0.114411808,P07,0.030631583,8,0.114411808,rhythem,cluster2
Streptococcus.sp..116.D4_P08,Streptococcus.sp..116.D4,0.034965035,0.024087471,P08,0.079564991,8,0.024087471,rhythem,cluster2
Streptococcus.sp..116.D4_P09,Streptococcus.sp..116.D4,0.301698302,0.123728649,P09,0.00604159,8,0.123728649,rhythem,cluster2
Streptococcus.sp..116.D4_P11,Streptococcus.sp..116.D4,0.277722278,0.075828146,P11,0.010957074,8,0.075828146,rhythem,cluster2
Streptococcus.sp..116.D4_P13,Streptococcus.sp..116.D4,0.060939061,0.013808993,P13,0.047516122,8,0.013808993,rhythem,cluster2
Streptococcus.sp..116.D4_P14,Streptococcus.sp..116.D4,0.027972028,0.079451594,P14,0.068386167,8,0.001998002,rhythem,cluster2
Streptococcus.sp..116.D4_P22,Streptococcus.sp..116.D4,0.125069836,0.106551258,P22,0.015047888,8,0.027972028,rhythem,cluster2
Streptococcus.sp..1643_P05,Streptococcus.sp..1643,0.156251964,0.09623886,P05,0.015074099,8,0.09623886,rhythem,cluster2
Streptococcus.sp..1643_P07,Streptococcus.sp..1643,0.034965035,0.132132338,P07,0.018592767,8,0.034965035,rhythem,cluster2
Streptococcus.sp..1643_P08,Streptococcus.sp..1643,0.076767858,0.065123798,P08,0.279027144,8,0.000999001,rhythem,cluster2
Streptococcus.sp..1643_P11,Streptococcus.sp..1643,0.076767858,0.065744118,P11,0.012212347,7,0.034965035,rhythem,cluster2
Streptococcus.sp..1643_P13,Streptococcus.sp..1643,0.508491508,0.008495145,P13,0.1057626,8,0.008495145,rhythem,cluster2
Streptococcus.sp..1643_P14,Streptococcus.sp..1643,0.350649351,0.047477512,P14,0.11624554,8,0.047477512,rhythem,cluster2
Streptococcus.sp..1643_P22,Streptococcus.sp..1643,0.008991009,0.078692279,P22,0.033064949,8,0.078692279,rhythem,cluster2
Streptococcus.sp..NPS.308_P07,Streptococcus.sp..NPS.308,0.034965035,0.124915976,P07,0.015231691,8,0.124915976,rhythem,cluster2
Streptococcus.sp..NPS.308_P13,Streptococcus.sp..NPS.308,0.350649351,0.007144935,P13,0.070814517,8,0.007144935,rhythem,cluster2
Streptococcus.sp..NPS.308_P14,Streptococcus.sp..NPS.308,0.125069836,0.020286054,P14,0.095358499,8,0.020286054,rhythem,cluster2
Streptococcus.sp..NPS.308_P17,Streptococcus.sp..NPS.308,0.125069836,0.008785172,P17,0.61877677,8,0.008785172,rhythem,cluster2
Streptococcus.sp..NPS.308_P22,Streptococcus.sp..NPS.308,0.008991009,0.034898777,P22,0.107598353,8,0.034898777,rhythem,cluster2
Streptococcus.sp..oral.taxon.061_P13,Streptococcus.sp..oral.taxon.061,0.137862138,0.012118737,P13,3.24154652,8,0.012118737,rhythem,cluster2
Streptococcus.sp..oral.taxon.061_P14,Streptococcus.sp..oral.taxon.061,0.216783217,0.062995586,P14,3.167648691,8,0.062995586,rhythem,cluster2
Streptococcus.sp..oral.taxon.064_P13,Streptococcus.sp..oral.taxon.064,0.216783217,0.010782258,P13,0.372525135,8,0.010782258,rhythem,cluster2
Streptococcus.sp..oral.taxon.064_P14,Streptococcus.sp..oral.taxon.064,0.125069836,0.011147364,P14,0.242107325,8,0.011147364,rhythem,cluster2
Streptococcus.sp..oral.taxon.064_P22,Streptococcus.sp..oral.taxon.064,0.060939061,0.026267271,P22,0.061483375,8,0.026267271,rhythem,cluster2
Streptococcus.sp..oral.taxon.064_P23,Streptococcus.sp..oral.taxon.064,0.027972028,0.001123379,P23,0.270093379,7,0.001123379,rhythem,cluster2
Streptococcus.sp..VT.162_P07,Streptococcus.sp..VT.162,0.038961039,0.113807786,P07,0.014098085,6,0.113807786,rhythem,cluster2
Streptococcus.sp..VT.162_P11,Streptococcus.sp..VT.162,0.083916084,0.061638371,P11,0.011823793,4,0.013986014,rhythem,cluster2
Streptococcus.sp..VT.162_P13,Streptococcus.sp..VT.162,0.216783217,0.009443355,P13,0.123377075,8,0.009443355,rhythem,cluster2
Streptococcus.sp..VT.162_P14,Streptococcus.sp..VT.162,0.027972028,0.01533686,P14,0.18128328,8,0.01533686,rhythem,cluster2
Streptococcus.sp..VT.162_P22,Streptococcus.sp..VT.162,0.216783217,0.040947533,P22,0.03705133,8,0.040947533,rhythem,cluster2
Streptococcus.suis_P07,Streptococcus.suis,0.034965035,0.123321451,P07,0.005234627,8,0.123321451,rhythem,cluster2
Streptococcus.suis_P13,Streptococcus.suis,0.508491508,0.009167387,P13,0.013792821,8,0.009167387,rhythem,cluster2
Streptococcus.suis_P14,Streptococcus.suis,0.125069836,0.028083548,P14,0.012413026,8,0.028083548,rhythem,cluster2
TM7.phylum.sp..oral.taxon.952_P09,TM7.phylum.sp..oral.taxon.952,0.301698302,0.104343979,P09,0.018649743,8,0.104343979,rhythem,cluster2
TM7.phylum.sp..oral.taxon.952_P13,TM7.phylum.sp..oral.taxon.952,0.230769231,0.036419258,P13,0.101442118,7,0.036419258,rhythem,cluster2
Treponema.brennaborense_P23,Treponema.brennaborense,0.068931069,0.036165293,P23,0.028727771,8,0.036165293,rhythem,cluster2
uncultured.phage_P22,uncultured.phage,0.508491508,0.129370631,P22,0.000699086,7,0.129370631,rhythem,cluster2
Veillonella.atypica_P13,Veillonella.atypica,0.137862138,0.049711388,P13,0.570062317,8,0.008991009,rhythem,cluster2
Veillonella.atypica_P14,Veillonella.atypica,0.216783217,0.011556091,P14,0.481742627,8,0.011556091,rhythem,cluster2
Actinomyces.sp..Chiba101_P08,Actinomyces.sp..Chiba101,0.034965035,0.022143511,P08,0.007243648,8,0.022143511,rhythem,cluster3
Actinomyces.sp..oral.taxon.897_P08,Actinomyces.sp..oral.taxon.897,0.076767858,0.035702096,P08,0.006508029,8,0.035702096,rhythem,cluster3
Capnocytophaga.gingivalis_P26,Capnocytophaga.gingivalis,0.125069836,0.119815357,P26,0.092626279,8,0.013986014,rhythem,cluster3
Cardiobacterium.hominis_P08,Cardiobacterium.hominis,0.034965035,0.058835524,P08,0.015437387,8,0.034965035,rhythem,cluster3
Cardiobacterium.hominis_P26,Cardiobacterium.hominis,0.027972028,0.00476657,P26,0.043363224,8,0.00476657,rhythem,cluster3
Caudovirales.sp._P23,Caudovirales.sp.,0.137862138,0.016912266,P23,0.021240645,8,0.016912266,rhythem,cluster3
Gemella.haemolysans_P20,Gemella.haemolysans,0.030969031,0.029611436,P20,0.714482338,8,0.029611436,rhythem,cluster3
Lancefieldella.parvula_P22,Lancefieldella.parvula,0.125069836,0.048888009,P22,0.027043054,8,0.008991009,rhythem,cluster3
Mycoplasma.hominis_P23,Mycoplasma.hominis,0.027972028,0.02005114,P23,0.014269953,8,0.02005114,rhythem,cluster3
Neisseria.meningitidis_P08,Neisseria.meningitidis,0.034965035,0.035787633,P08,0.164474993,7,0.035787633,rhythem,cluster3
Olsenella.sp..oral.taxon.807_P08,Olsenella.sp..oral.taxon.807,0.076767858,0.13680701,P08,0.006810369,8,0.076767858,rhythem,cluster3
Prevotella.dentalis_P03,Prevotella.dentalis,0.182817183,0.080036494,P03,0.000356366,4,0.034965035,rhythem,cluster3
Prevotella.dentalis_P23,Prevotella.dentalis,0.125069836,0.010728719,P23,0.014392353,8,0.010728719,rhythem,cluster3
Prevotella.fusca_P09,Prevotella.fusca,0.047952048,0.038748506,P09,0.000341176,4,0.038748506,rhythem,cluster3
Prevotella.histicola_P09,Prevotella.histicola,0.034965035,0.046209249,P09,0.001883215,6,0.027972028,rhythem,cluster3
Prevotella.jejuni_P09,Prevotella.jejuni,0.08991009,0.057610504,P09,0.011722649,7,0.057610504,rhythem,cluster3
Prevotella.scopos_P09,Prevotella.scopos,0.08991009,0.055668255,P09,0.002131163,7,0.055668255,rhythem,cluster3
Prevotella.veroralis_P09,Prevotella.veroralis,0.08991009,0.047288134,P09,0.148289697,7,0.034965035,rhythem,cluster3
Prevotella.veroralis_P22,Prevotella.veroralis,0.125069836,0.079291552,P22,0.087258192,8,0.076767858,rhythem,cluster3
Streptococcus.agalactiae_P26,Streptococcus.agalactiae,0.060939061,0.064560574,P26,0.438425949,8,0.064560574,rhythem,cluster3
Streptococcus.gwangjuense_P20,Streptococcus.gwangjuense,0.060939061,0.042032866,P20,0.374750852,8,0.008991009,rhythem,cluster3
Streptococcus.gwangjuense_P25,Streptococcus.gwangjuense,0.216783217,0.124669088,P25,0.025835897,8,0.124669088,rhythem,cluster3
Streptococcus.lactarius_P08,Streptococcus.lactarius,0.034965035,0.070106749,P08,0.208029968,8,0.034965035,rhythem,cluster3
Streptococcus.lactarius_P26,Streptococcus.lactarius,0.216783217,0.120348671,P26,0.474292516,8,0.120348671,rhythem,cluster3
Streptococcus.mitis_P14,Streptococcus.mitis,0.125069836,0.008655658,P14,3.51270604,8,0.008655658,rhythem,cluster3
Streptococcus.mitis_P26,Streptococcus.mitis,0.216783217,0.001637999,P26,2.98084989,8,0.001637999,rhythem,cluster3
Streptococcus.oralis_P08,Streptococcus.oralis,0.156251964,0.023818029,P08,1.332393337,8,0.023818029,rhythem,cluster3
Streptococcus.parasanguinis_P08,Streptococcus.parasanguinis,0.034965035,0.058961854,P08,0.283754606,8,0.008991009,rhythem,cluster3
Streptococcus.pneumoniae_P26,Streptococcus.pneumoniae,0.125069836,0.002869641,P26,0.484219643,8,0.002869641,rhythem,cluster3
Streptococcus.pseudopneumoniae_P14,Streptococcus.pseudopneumoniae,0.027972028,0.010446421,P14,0.145606768,8,0.010446421,rhythem,cluster3
Streptococcus.pseudopneumoniae_P26,Streptococcus.pseudopneumoniae,0.125069836,0.000765172,P26,0.18166013,8,0.000765172,rhythem,cluster3
Streptococcus.sp..116.D4_P20,Streptococcus.sp..116.D4,0.060939061,0.031021671,P20,0.164146102,8,0.027972028,rhythem,cluster3
Streptococcus.sp..NPS.308_P08,Streptococcus.sp..NPS.308,0.034965035,0.029412092,P08,0.052172496,8,0.029412092,rhythem,cluster3
Streptococcus.sp..oral.taxon.061_P08,Streptococcus.sp..oral.taxon.061,0.034965035,0.026461403,P08,1.22410707,8,0.026461403,rhythem,cluster3
Streptococcus.sp..VT.162_P08,Streptococcus.sp..VT.162,0.076767858,0.036256916,P08,0.129797664,8,0.027972028,rhythem,cluster3
Streptococcus.suis_P08,Streptococcus.suis,0.034965035,0.066431901,P08,0.011096241,8,0.034965035,rhythem,cluster3
Streptococcus.suis_P20,Streptococcus.suis,0.125069836,0.053035907,P20,0.023565506,8,0.053035907,rhythem,cluster3
Streptococcus.suis_P23,Streptococcus.suis,0.125069836,0.013810688,P23,0.02831526,8,0.013810688,rhythem,cluster3
Streptococcus.suis_P26,Streptococcus.suis,0.125069836,0.052756271,P26,0.018410494,8,0.052756271,rhythem,cluster3
Veillonella.atypica_P09,Veillonella.atypica,0.182817183,0.095970177,P09,0.107587198,8,0.034965035,rhythem,cluster3
Actinomyces.sp..oral.taxon.897_P22,Actinomyces.sp..oral.taxon.897,0.060939061,0.048269537,P22,0.003592872,8,0.048269537,rhythem,cluster4
Capnocytophaga.gingivalis_P08,Capnocytophaga.gingivalis,0.076767858,0.034638006,P08,0.223652903,8,0.034638006,rhythem,cluster4
Cardiobacterium.hominis_P17,Cardiobacterium.hominis,0.350649351,0.111099953,P17,0.020910361,8,0.111099953,rhythem,cluster4
Caudovirales.sp._P09,Caudovirales.sp.,0.182817183,0.065766194,P09,0.001788165,8,0.034965035,rhythem,cluster4
Gemella.haemolysans_P13,Gemella.haemolysans,0.350649351,0.12918324,P13,1.52282623,8,0.12918324,rhythem,cluster4
Gemella.haemolysans_P23,Gemella.haemolysans,0.030969031,0.012359324,P23,0.268781228,8,0.012359324,rhythem,cluster4
Haemophilus.haemolyticus_P17,Haemophilus.haemolyticus,0.125069836,0.099312799,P17,0.4859248,8,0.099312799,rhythem,cluster4
Haemophilus.influenzae_P24,Haemophilus.influenzae,0.137862138,0.228573222,P24,0.000813092,4,0.137862138,rhythem,cluster4
Inoviridae.sp._P08,Inoviridae.sp.,0.156251964,0.052885626,P08,0.008034224,8,0.030969031,rhythem,cluster4
Neisseria.elongata_P08,Neisseria.elongata,0.156251964,0.086013365,P08,0.048448046,8,0.086013365,rhythem,cluster4
Neisseria.mucosa_P08,Neisseria.mucosa,0.156251964,0.098508438,P08,0.564290944,8,0.027972028,rhythem,cluster4
Porphyromonas.endodontalis_P23,Porphyromonas.endodontalis,0.137862138,0.057449936,P23,0.068413258,8,0.034965035,rhythem,cluster4
Porphyromonas.gingivalis_P23,Porphyromonas.gingivalis,0.060939061,0.064069263,P23,0.060981604,8,0.064069263,rhythem,cluster4
Prevotella.sp..oral.taxon.475_P23,Prevotella.sp..oral.taxon.475,0.37962038,0.104394082,P23,0.027757968,8,0.104394082,rhythem,cluster4
Siphoviridae.sp._P05,Siphoviridae.sp.,0.156251964,0.371920061,P05,0.05233476,8,0.156251964,rhythem,cluster4
Streptococcus.agalactiae_P05,Streptococcus.agalactiae,0.047952048,0.248724398,P05,0.015943269,5,0.047952048,rhythem,cluster4
Streptococcus.agalactiae_P19,Streptococcus.agalactiae,0.125069836,0.219135398,P19,0.048926032,8,0.125069836,rhythem,cluster4
Streptococcus.agalactiae_P23,Streptococcus.agalactiae,0.030969031,0.02345269,P23,1.32673175,8,0.02345269,rhythem,cluster4
Streptococcus.australis_P05,Streptococcus.australis,0.103896104,0.323907486,P05,0.042308429,8,0.103896104,rhythem,cluster4
Streptococcus.lactarius_P05,Streptococcus.lactarius,0.156251964,0.284701007,P05,0.020678668,8,0.156251964,rhythem,cluster4
Streptococcus.mitis_P19,Streptococcus.mitis,0.060939061,0.262735412,P19,1.2276037,8,0.060939061,rhythem,cluster4
Streptococcus.mitis_P20,Streptococcus.mitis,0.125069836,0.042122482,P20,8.8162616,8,0.042122482,rhythem,cluster4
Streptococcus.oralis_P05,Streptococcus.oralis,0.156251964,0.1278121,P05,0.085075034,8,0.047952048,rhythem,cluster4
Streptococcus.parasanguinis_P07,Streptococcus.parasanguinis,0.076767858,0.305404425,P07,0.010906912,8,0.076767858,rhythem,cluster4
Streptococcus.pneumoniae_P14,Streptococcus.pneumoniae,0.125069836,0.009368274,P14,0.443110965,8,0.009368274,rhythem,cluster4
Streptococcus.pneumoniae_P19,Streptococcus.pneumoniae,0.060939061,0.248194073,P19,0.214662312,8,0.060939061,rhythem,cluster4
Streptococcus.pneumoniae_P20,Streptococcus.pneumoniae,0.060939061,0.043976357,P20,1.68301921,8,0.043976357,rhythem,cluster4
Streptococcus.pseudopneumoniae_P20,Streptococcus.pseudopneumoniae,0.654345654,0.092650255,P20,2.23631213,8,0.092650255,rhythem,cluster4
Streptococcus.sp..116.D4_P19,Streptococcus.sp..116.D4,0.125069836,0.261222967,P19,0.020609789,8,0.125069836,rhythem,cluster4
Streptococcus.sp..116.D4_P23,Streptococcus.sp..116.D4,0.350649351,0.05862282,P23,0.071159517,8,0.05862282,rhythem,cluster4
Streptococcus.sp..NPS.308_P05,Streptococcus.sp..NPS.308,0.156251964,0.247786428,P05,0.002434398,8,0.156251964,rhythem,cluster4
Streptococcus.sp..oral.taxon.061_P07,Streptococcus.sp..oral.taxon.061,0.076767858,0.330503563,P07,0.14070293,8,0.076767858,rhythem,cluster4
Streptococcus.sp..oral.taxon.064_P05,Streptococcus.sp..oral.taxon.064,0.038961039,0.218695016,P05,0.009013645,5,0.038961039,rhythem,cluster4
Streptococcus.sp..VT.162_P05,Streptococcus.sp..VT.162,0.156251964,0.18778727,P05,0.011262339,8,0.156251964,rhythem,cluster4
Streptococcus.sp..VT.162_P17,Streptococcus.sp..VT.162,0.350649351,0.053987667,P17,0.156938702,8,0.053987667,rhythem,cluster4
Streptococcus.suis_P05,Streptococcus.suis,0.156251964,0.213484438,P05,0.001430406,8,0.156251964,rhythem,cluster4
TM7.phylum.sp..oral.taxon.952_P22,TM7.phylum.sp..oral.taxon.952,0.654345654,0.086974469,P22,0.007392562,8,0.086974469,rhythem,cluster4
Actinomyces.sp..Chiba101_P03,Actinomyces.sp..Chiba101,0.41958042,0.370642443,P03,0.004146079,8,1,exist,exist
Actinomyces.sp..Chiba101_P05,Actinomyces.sp..Chiba101,0.96003996,0.404658628,P05,0.000449563,6,1,exist,exist
Actinomyces.sp..Chiba101_P09,Actinomyces.sp..Chiba101,0.608391608,0.224995476,P09,0.001010596,8,1,exist,exist
Actinomyces.sp..Chiba101_P11,Actinomyces.sp..Chiba101,0.301698302,0.622836155,P11,0.002304582,5,1,exist,exist
Actinomyces.sp..Chiba101_P22,Actinomyces.sp..Chiba101,0.37962038,0.189369702,P22,0.002373142,7,1,exist,exist
Actinomyces.sp..Chiba101_P25,Actinomyces.sp..Chiba101,0.524475524,0.463417094,P25,0.006103876,6,1,exist,exist
Actinomyces.sp..oral.taxon.897_P03,Actinomyces.sp..oral.taxon.897,0.41958042,0.375218768,P03,0.010268341,8,1,exist,exist
Actinomyces.sp..oral.taxon.897_P05,Actinomyces.sp..oral.taxon.897,0.783216783,0.649013635,P05,0.000388849,6,1,exist,exist
Actinomyces.sp..oral.taxon.897_P07,Actinomyces.sp..oral.taxon.897,0.856143856,0.543413665,P07,0.008644257,8,1,exist,exist
Actinomyces.sp..oral.taxon.897_P09,Actinomyces.sp..oral.taxon.897,0.856143856,0.473500393,P09,0.003075059,8,1,exist,exist
Actinomyces.sp..oral.taxon.897_P11,Actinomyces.sp..oral.taxon.897,0.739260739,0.664289123,P11,0.004804209,8,1,exist,exist
Actinomyces.sp..oral.taxon.897_P15,Actinomyces.sp..oral.taxon.897,0.350649351,0.209765706,P15,0.004658079,8,1,exist,exist
Actinomyces.sp..oral.taxon.897_P17,Actinomyces.sp..oral.taxon.897,0.508491508,0.155152453,P17,0.040535691,8,1,exist,exist
Actinomyces.sp..oral.taxon.897_P25,Actinomyces.sp..oral.taxon.897,0.654345654,0.429034261,P25,0.065141117,8,1,exist,exist
Bacteroides.heparinolyticus_P07,Bacteroides.heparinolyticus,0.625374625,0.176517653,P07,0.042629367,7,1,exist,exist
Bacteroides.heparinolyticus_P22,Bacteroides.heparinolyticus,0.654345654,0.386139681,P22,0.009123869,8,1,exist,exist
Capnocytophaga.gingivalis_P03,Capnocytophaga.gingivalis,0.625374625,0.387297354,P03,0.0726334,8,1,exist,exist
Capnocytophaga.gingivalis_P06,Capnocytophaga.gingivalis,0.654345654,0.540552175,P06,0.033916952,8,1,exist,exist
Capnocytophaga.gingivalis_P07,Capnocytophaga.gingivalis,0.41958042,0.346386863,P07,0.051847401,8,1,exist,exist
Capnocytophaga.gingivalis_P09,Capnocytophaga.gingivalis,0.625374625,0.38409534,P09,0.018912135,8,1,exist,exist
Capnocytophaga.gingivalis_P11,Capnocytophaga.gingivalis,0.856143856,0.511564575,P11,0.0146772,8,1,exist,exist
Capnocytophaga.gingivalis_P15,Capnocytophaga.gingivalis,0.815184815,0.404353018,P15,0.021700172,8,1,exist,exist
Capnocytophaga.gingivalis_P16,Capnocytophaga.gingivalis,0.508491508,0.336836354,P16,0.10473928,8,1,exist,exist
Capnocytophaga.gingivalis_P18,Capnocytophaga.gingivalis,0.508491508,0.162966967,P18,0.009948587,8,1,exist,exist
Capnocytophaga.gingivalis_P22,Capnocytophaga.gingivalis,0.992007992,0.625144317,P22,0.014567157,8,1,exist,exist
Capnocytophaga.gingivalis_P25,Capnocytophaga.gingivalis,0.815184815,0.521838441,P25,0.020427301,8,1,exist,exist
Capnocytophaga.gingivalis_P27,Capnocytophaga.gingivalis,0.687312687,0.163868282,P27,0.071651045,8,1,exist,exist
Cardiobacterium.hominis_P03,Cardiobacterium.hominis,0.41958042,0.376646654,P03,0.036041462,8,1,exist,exist
