taxa,empP,circa_p,people,day1_9,day1_13,day1_17,day1_21,day2_9,day2_13,day2_17,day2_21,sum,number_exist,p,group1,group2,group3,group4
Prevotella.jejuni,0.37962038,0.036173699,P18,0.012664687,0.000218966,0,0,0.03114423,8.05E-05,0.001332638,0.001844444,0.047285465,6,0.036173699,P18,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.216783217,0.03559506,P24,0.045578612,0.002145524,0.001318321,0.000235093,0.116292224,5.17E-05,0.00037419,0.002269086,0.16826475,8,0.03559506,P24,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.068931069,0.031819659,P27,0.027905534,0,0.001658494,0,0.012208483,0.002995803,0.000250878,0,0.045019192,5,0.031819659,P27,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.350649351,0.018037189,P21,0.256347458,0.000574954,0.006179565,0.002906777,0.462967821,0.001773043,0.014300464,0.003419506,0.748469588,8,0.018037189,P21,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.125069836,0.016330116,P06,0.366627756,0.001862683,0.01540529,0.019009425,0.63135114,0.000824436,0.018936011,0.001201115,1.055217856,8,0.016330116,P06,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.027972028,0.010249812,P22,0.019497195,0.00115332,0.004371738,0.009116699,0.019679511,0.001350933,0.001574483,0.001917089,0.058660968,8,0.010249812,P22,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.350649351,0.00982455,P20,0.029887397,0.000602896,0.000795607,0,0.04683847,0.000687683,0.000477762,0.004352866,0.083642681,7,0.00982455,P20,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.013986014,0.005301976,P08,0.030577596,0.002836541,0.000467482,0.005400757,0.018440919,0.001108516,5.40E-05,0.005131822,0.064017633,8,0.005301976,P08,Prevotella.jejuni,set1,Prevotella
Prevotella.jejuni,0.027972028,0.004043278,P26,0.425115384,0.001131241,0.000863126,0.002601164,0.486408969,0.006067544,0.000697638,0.043618179,0.966503245,8,0.004043278,P26,Prevotella.jejuni,set2,Prevotella
Prevotella.multiformis,0.137862138,0.10164685,P25,0.001350471,5.29E-05,0.000360569,0,0.002784082,0.000677665,0.001008529,0.000316762,0.006550978,7,0.10164685,P25,Prevotella.multiformis,set2,Prevotella
Prevotella.multiformis,0.37962038,0.08608227,P23,0.005937803,0.000605509,0.001047969,0.001786292,0.001886927,0.000478679,0,0,0.011743179,6,0.08608227,P23,Prevotella.multiformis,set2,Prevotella
Prevotella.multiformis,0.068931069,0.146372749,P22,0.000250928,0,0.000231547,0,0.000656996,0.000158765,0.00012794,0,0.001426176,5,0.068931069,P22,Prevotella.multiformis,set2,Prevotella
Prevotella.multiformis,0.068931069,0.104369848,P24,0.046994596,0.000117677,3.65E-05,0,0.281506506,0.000180009,0,0.000285847,0.329121135,6,0.068931069,P24,Prevotella.multiformis,set2,Prevotella
Prevotella.multiformis,0.068931069,0.022044592,P14,0.000251305,0,0.000299562,0.014440345,0,0,0,0.006811131,0.021802343,4,0.022044592,P14,Prevotella.multiformis,set2,Prevotella
Prevotella.multiformis,0.030969031,0.021593669,P20,0.026494907,0,0.000610066,0,0.054720115,0,0,0.003111032,0.08493612,4,0.021593669,P20,Prevotella.multiformis,set2,Prevotella
Prevotella.multiformis,0.008991009,0.014673429,P17,0.0099472,0.000858725,0,0,0.004702467,0.002024448,0,0,0.01753284,4,0.014673429,P17,Prevotella.multiformis,set2,Prevotella
Prevotella.multiformis,0.37962038,0.011381332,P21,0.012529936,0.000353802,0,0,0.010238974,0.000264321,0.001968938,0.000928404,0.026284375,6,0.011381332,P21,Prevotella.multiformis,set2,Prevotella
Prevotella.oris,0.156251964,0.121358311,P09,0.000234281,2.10E-06,5.04E-05,0.000384039,0.001513261,0.000197042,0.000150565,0.000279817,0.002811505,8,0.121358311,P09,Prevotella.oris,set1,Prevotella
Prevotella.oris,0.508491508,0.106315888,P06,0.495562268,0.023341923,0.105156247,0.033059474,0.155170755,0.006621713,0.016985628,0.000608031,0.836506039,8,0.106315888,P06,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.350649351,0.06595594,P25,0.008776783,0.002511937,0.002796614,0.003592921,0.009984778,0.001722952,0.005164286,0.001091888,0.035642159,8,0.06595594,P25,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.125069836,0.122952507,P19,0.000309167,3.75E-05,4.72E-05,0.000543393,0.00201342,0.000143024,0.000147888,0.000150076,0.003391668,8,0.060939061,P19,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.125069836,0.049831256,P26,0.011637962,0.000538454,9.06E-05,0.000471817,0.02811014,0.001860409,0.000373454,0.020328689,0.063411525,8,0.049831256,P26,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.137862138,0.048833426,P17,0.02259245,0.005041915,0.004734233,0.001759347,0.009051148,0.004214565,0.000589847,0.003189807,0.051173312,8,0.048833426,P17,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.350649351,0.043660721,P14,0.000246765,0.00014192,0.001074291,0.027834511,0.000297125,0.000440721,1.88E-05,0.009850467,0.0399046,8,0.043660721,P14,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.216783217,0.04192536,P24,0.098042951,0.000200006,0.000188372,6.74E-05,0.274413885,0.000101553,1.71E-05,0.000584109,0.373615376,8,0.04192536,P24,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.030969031,0.190129672,P16,0.024801672,1.69E-05,0,0,0.000653132,0.01366596,2.87E-05,0,0.039166364,5,0.030969031,P16,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.137862138,0.044573818,P27,0.006083868,2.05E-05,0.000551493,0,0.002331962,0.001036912,0,0.000256658,0.010281393,6,0.030969031,P27,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.068931069,0.023224028,P18,0.001436532,0,0,0,0.002927948,0,0.00011833,0.000250756,0.004733566,4,0.023224028,P18,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.027972028,0.010881546,P23,0.055176115,0.019214621,0.006842453,0.027708757,0.0556188,0.004187783,0.027634314,0.036018544,0.232401387,8,0.010881546,P23,Prevotella.oris,set2,Prevotella
Prevotella.oris,0.060939061,0.003988708,P13,0.000216547,0,0.00010083,0.02466212,0.000810819,7.20E-05,0.002225974,0.030139158,0.058227448,7,0.003988708,P13,Prevotella.oris,set2,Prevotella
Prevotella.scopos,0.216783217,0.065687575,P25,0.001954028,2.74E-05,0.000740716,0.000534583,0.00227184,0.000559626,0.000799591,0,0.006887784,7,0.065687575,P25,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.125069836,0.049531086,P22,0.000380063,6.63E-05,0.000150535,0.00028498,0.000430227,5.29E-05,7.06E-05,0,0.001435605,7,0.049531086,P22,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.350649351,0.042825607,P14,0.000381212,0.000306376,0.000491829,0.018846943,0.000375458,0.000822634,0,0.007206249,0.028430701,7,0.042825607,P14,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.08991009,0.055668255,P09,0.000152841,0,2.45E-05,0.000724575,0.000751833,7.49E-05,0.000125969,0.000276545,0.002131163,7,0.038961039,P09,Prevotella.scopos,set1,Prevotella
Prevotella.scopos,0.216783217,0.036917109,P24,0.001264098,7.09E-05,4.14E-05,0,0.003293496,0,0,5.87E-05,0.004728594,5,0.036917109,P24,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.030969031,0.153424465,P16,0.008627183,1.64E-05,0,0,0.000650567,0.001484596,0,0,0.010778746,4,0.030969031,P16,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.060939061,0.05002744,P23,0.003182274,0.000980494,0.000395981,0.001155207,0.001528613,0,0.001017597,0.001378137,0.009638303,7,0.030969031,P23,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.068931069,0.028775117,P27,0.007657114,0,0.000700082,0,0.003667125,0.00073708,0,0,0.012761401,4,0.028775117,P27,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.350649351,0.022216285,P13,0,0.000245189,0,0.01449723,0,8.37E-05,0,0.007209011,0.02203513,4,0.022216285,P13,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.216783217,0.021167686,P26,0.006682381,0,4.95E-05,0,0.014174451,0.000256118,0,0.002705052,0.023867502,5,0.021167686,P26,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.038961039,0.01880971,P08,0.003186549,0.000213829,0,0.000605789,0.001508125,0.000126288,0,0,0.00564058,5,0.01880971,P08,Prevotella.scopos,set1,Prevotella
Prevotella.scopos,0.350649351,0.018588689,P21,0.006338088,5.73E-05,0.000334773,0.000172635,0.01043146,0.000104555,0.000861009,0.000258921,0.018558741,8,0.018588689,P21,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.216783217,0.012789107,P18,0.027280909,0.000452499,0,0.000108617,0.042851915,9.00E-05,0.002824283,0.003456548,0.077064771,7,0.012789107,P18,Prevotella.scopos,set2,Prevotella
Prevotella.scopos,0.068931069,0.006725791,P06,0.031803722,0,0.00120289,0.001682019,0.032103724,0,0.001609803,9.60E-05,0.068498158,6,0.006725791,P06,Prevotella.scopos,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.137862138,0.137301801,P27,0.295304734,1.11E-05,0.004006197,0,0.032034689,0.008942441,0.000425528,0.000161431,0.34088612,7,0.137862138,P27,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.350649351,0.127981352,P23,0.12284983,0.000919021,0.004286642,0.003031054,0.018837915,0.001000408,0.004275082,0.001575428,0.15677538,8,0.127981352,P23,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.230769231,0.113567876,P24,0.015295086,0.000436869,6.23E-05,2.00E-05,0.103693659,3.04E-05,3.36E-05,0.000278399,0.119850313,8,0.113567876,P24,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.103896104,0.141838753,P05,0.000105753,2.41E-05,8.66E-05,0,0.000600402,0,0,0,0.000816855,4,0.103896104,P05,Prevotella.sp..oral.taxon.299,set1,Prevotella
Prevotella.sp..oral.taxon.299,0.027972028,0.060579418,P26,0.134791996,0.000665234,0.000195579,0.000272278,0.47616673,0.002110243,0.000131774,0.003498317,0.617832151,8,0.060579418,P26,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.103896104,0.041483828,P09,0.000177641,0,0,0,0.000419863,0,4.24E-05,4.50E-05,0.000684904,4,0.034965035,P09,Prevotella.sp..oral.taxon.299,set1,Prevotella
Prevotella.sp..oral.taxon.299,0.216783217,0.021148542,P18,0.028610054,0,0.000184233,0,0.014319141,0,0.000341345,0.000435524,0.043890297,5,0.021148542,P18,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.126873127,0.019342885,P17,0.036965986,0.000361634,0.006829683,0,0.025604668,0.004757941,0.001345052,0,0.075864964,6,0.019342885,P17,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.125069836,0.011526898,P22,0.010341084,0.0013086,0.002103786,0.006839232,0.013090828,0.000692412,0.00039166,0.000807895,0.035575497,8,0.011526898,P22,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.034965035,0.011405291,P08,0.009288177,0.000499602,0.000163685,0.000330663,0.016170625,0.000317186,1.51E-05,0.001321133,0.028106171,8,0.011405291,P08,Prevotella.sp..oral.taxon.299,set1,Prevotella
Prevotella.sp..oral.taxon.299,0.230769231,0.009757726,P06,0.071133495,0,0.001686452,0.001157113,0.08943613,0,0.006736136,0.000185709,0.170335035,6,0.009757726,P06,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.216783217,0.009129692,P25,0.026857218,6.66E-05,0.000934946,0.001203504,0.018360487,0.001747192,0.000716551,5.10E-05,0.049937498,8,0.009129692,P25,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.350649351,0.006913916,P14,0.000604719,0.000562222,0.000594546,0.150030547,0.000440811,0.001236316,0,0.112655782,0.266124943,7,0.006913916,P14,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.350649351,0.00564872,P20,0.096298511,0.000417971,0.000640706,0,0.078079972,0.00033551,0.000792139,0.002697088,0.179261897,7,0.00564872,P20,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.030969031,0.005565485,P21,0.018205433,5.88E-05,0,0.000112973,0.0227824,0.000108289,0,0,0.041267895,5,0.005565485,P21,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.216783217,0.004739621,P13,0,0.000164098,0,0.078121128,0,0.000118104,6.60E-05,0.084648137,0.163117467,5,0.004739621,P13,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.299,0.230769231,0.00397122,P16,0.043537933,9.04E-05,0.000641941,9.39E-06,0.045071326,0.021740673,0.000706856,0.000725129,0.112523648,8,0.00397122,P16,Prevotella.sp..oral.taxon.299,set2,Prevotella
Prevotella.sp..oral.taxon.475,0.37962038,0.104394082,P23,0.006400685,0.00394386,0.001215196,0.004073521,0.00384569,0.000312943,0.003804332,0.004161741,0.027757968,8,0.104394082,P23,Prevotella.sp..oral.taxon.475,set2,Prevotella
Prevotella.sp..oral.taxon.475,0.068931069,0.068030628,P16,0.001415165,0,0,0,0.000436279,0.000746412,2.58E-05,0,0.002623656,4,0.068030628,P16,Prevotella.sp..oral.taxon.475,set2,Prevotella
Prevotella.sp..oral.taxon.475,0.216783217,0.060783881,P18,0.001179027,0.00140294,0,7.33E-05,0.003619861,0,0,0.00055526,0.006830388,5,0.060783881,P18,Prevotella.sp..oral.taxon.475,set2,Prevotella
Prevotella.sp..oral.taxon.475,0.060939061,0.044288529,P17,0.019270306,0.012013897,0.007140128,0.008187383,0.010578365,0.014164506,0.000411729,0.003594466,0.07536078,8,0.044288529,P17,Prevotella.sp..oral.taxon.475,set2,Prevotella
Prevotella.sp..oral.taxon.475,0.37962038,0.022243954,P21,0.004007564,0.000144366,0,0.000114512,0.006843803,0.000128943,0.00098787,0.000650561,0.012877619,7,0.022243954,P21,Prevotella.sp..oral.taxon.475,set2,Prevotella
Prevotella.sp..oral.taxon.475,0.060939061,0.012112602,P26,0.002975911,0.00077635,3.36E-05,0.000277843,0.004604614,0.000644229,0,0.002746532,0.012059079,7,0.012112602,P26,Prevotella.sp..oral.taxon.475,set2,Prevotella
Prevotella.sp..oral.taxon.475,0.137862138,0.022350805,P27,0.00712903,0,0.001012975,0,0.00410607,0.000889495,0,0,0.01313757,4,0.007992008,P27,Prevotella.sp..oral.taxon.475,set2,Prevotella
Prevotella.sp..oral.taxon.475,0.030969031,0.002365894,P13,0.000183655,0,8.91E-05,0.003190713,0.000763683,0,0.001290457,0.002874156,0.008391764,6,0.002365894,P13,Prevotella.sp..oral.taxon.475,set2,Prevotella
Prevotella.veroralis,0.37962038,0.085795999,P17,0.710466851,0.013041058,0.132713421,0.008466455,0.243841802,0.016490467,0.016821466,0.015351548,1.157193068,8,0.085795999,P17,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.230769231,0.084306144,P19,0.000375696,3.33E-05,4.99E-05,8.91E-05,0.001405375,0,9.26E-05,0,0.002045971,6,0.084306144,P19,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.350649351,0.059627828,P14,0.035335237,0.001240448,0.045485209,0.764379148,0.019280375,0.045720776,0.00072529,0.238313809,1.150480292,8,0.059627828,P14,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.08991009,0.047288134,P09,0.010748814,0,0.001742535,0.049573777,0.053334348,0.002933856,0.008903822,0.021052545,0.148289697,7,0.047288134,P09,Prevotella.veroralis,set1,Prevotella
Prevotella.veroralis,0.350649351,0.044260559,P21,0.110141942,0.000653414,0.008969717,0.001554954,0.270271755,0.001356455,0.016846947,0.003101003,0.412896187,8,0.044260559,P21,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.230769231,0.037465333,P25,0.27993043,0.003377288,0.050511933,0.014144419,0.218998348,0.047662917,0.079864284,0.001623236,0.696112855,8,0.037465333,P25,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.125069836,0.079291552,P22,0.019754757,0.00159421,0.00829713,0.029872876,0.021122077,0.001487539,0.003221561,0.001908042,0.087258192,8,0.034965035,P22,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.060939061,0.033665641,P23,0.05544372,0.001550148,0.002081998,0.004511537,0.025319726,0.000434929,0.005841007,0.007363515,0.10254658,8,0.033665641,P23,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.216783217,0.013346673,P24,0.204027116,0.00716469,0.00656463,0.000336565,0.350488488,0.000152045,0.000121177,0.00977203,0.578626741,8,0.013346673,P24,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.125069836,0.009353793,P06,0.566235481,0.001055387,0.022230511,0.036696638,0.745712743,0,0.038573355,0.001128355,1.41163247,7,0.009353793,P06,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.008991009,0.172019553,P16,0.903332129,0.001140524,0.000538032,5.96E-05,0.039440778,0.03169651,0.000946786,0.000916969,0.978071328,8,0.008991009,P16,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.027972028,0.005571638,P26,0.347665168,0.003052046,0.000856057,0.002501979,0.417982826,0.004844291,0.000792563,0.174152763,0.951847693,8,0.005571638,P26,Prevotella.veroralis,set2,Prevotella
Prevotella.veroralis,0.013986014,0.001162495,P08,0.041169438,0.002567141,0.001407784,0.012013929,0.033090061,0.003059705,9.29E-05,0.008147338,0.101548296,8,0.001162495,P08,Prevotella.veroralis,set1,Prevotella
Siphoviridae.sp.,0.156251964,0.371920061,P05,0.001427217,0.003730931,0.025914353,0.006730705,0.00503551,0.000124894,0.003809954,0.005561196,0.05233476,8,0.156251964,P05,Siphoviridae.sp.,set1,unclassified Siphoviridae
Siphoviridae.sp.,0.443556444,0.114165509,P09,0.003517778,0.000298794,0.003537582,0.045390966,0.013780396,0.01704053,0.011751338,0.018349284,0.113666668,8,0.114165509,P09,Siphoviridae.sp.,set1,unclassified Siphoviridae
Siphoviridae.sp.,0.216783217,0.08015722,P19,0.012645988,0.002956052,0.001566746,0.007138637,0.040487968,0.018504192,0.003188155,0.001169254,0.087656992,8,0.08015722,P19,Siphoviridae.sp.,set2,unclassified Siphoviridae
Siphoviridae.sp.,0.216783217,0.075614911,P23,0.5682076,0.218953,0.3191678,0.3440161,0.8040695,0.3350718,0.4758071,0.7559237,3.8212166,8,0.075614911,P23,Siphoviridae.sp.,set2,unclassified Siphoviridae
Siphoviridae.sp.,0.034965035,0.147707357,P07,0.006002934,0.001577739,0.006179241,0.057994092,0.00297931,0.000981659,0.038276384,0.0084587,0.122450059,8,0.034965035,P07,Siphoviridae.sp.,set1,unclassified Siphoviridae
Siphoviridae.sp.,0.125069836,0.030765716,P24,0.066173293,0.01825773,0.016245359,0.003609134,0.139634467,0.002190983,0.003024165,0.020527765,0.269662896,8,0.030765716,P24,Siphoviridae.sp.,set2,unclassified Siphoviridae
Siphoviridae.sp.,0.125069836,0.086328836,P21,0.4555242,0.0123113,0.13060481,0.04705326,1.15749175,0.02894369,0.24011023,0.24034542,2.31238466,8,0.027972028,P21,Siphoviridae.sp.,set2,unclassified Siphoviridae
Siphoviridae.sp.,0.350649351,0.026740581,P17,0.4534909,0.07959655,0.24493774,0.16276666,0.39692186,0.18135869,0.03677972,0.26806105,1.82391317,8,0.026740581,P17,Siphoviridae.sp.,set2,unclassified Siphoviridae
Siphoviridae.sp.,0.508491508,0.026169891,P06,0.359005587,0.013591395,0.066176312,0.046650014,0.388811741,0.009168667,0.090882811,0.007297361,0.981583888,8,0.026169891,P06,Siphoviridae.sp.,set2,unclassified Siphoviridae
Siphoviridae.sp.,0.013986014,0.023585536,P08,0.085064566,0.028870723,0.019895345,0.091592407,0.063644642,0.0251681,0.002194672,0.205596554,0.522027009,8,0.023585536,P08,Siphoviridae.sp.,set1,unclassified Siphoviridae
Siphoviridae.sp.,0.060939061,0.020672914,P14,0.027387661,0.021904615,0.032211843,0.282490186,0.043051524,0.040274622,0.001204906,0.168208633,0.61673399,8,0.020672914,P14,Siphoviridae.sp.,set2,unclassified Siphoviridae
Siphoviridae.sp.,0.216783217,0.01383986,P13,0.009021706,0.016980929,0.002968545,0.235080573,0.014324975,0.02085086,0.008592454,0.163894782,0.471714824,8,0.01383986,P13,Siphoviridae.sp.,set2,unclassified Siphoviridae
Siphoviridae.sp.,0.060939061,0.025114828,P26,0.23175294,0.03573221,0.01087716,0.03713634,0.31131149,0.06528952,0.0292785,0.29136809,1.01274625,8,0.008991009,P26,Siphoviridae.sp.,set2,unclassified Siphoviridae
Siphoviridae.sp.,0.060939061,0.005044254,P20,0.26606126,0.08276773,0.05071316,0.08731481,0.29302949,0.04317107,0.06326966,0.21666424,1.10299142,8,0.005044254,P20,Siphoviridae.sp.,set2,unclassified Siphoviridae
Streptococcus.agalactiae,0.182817183,0.139762134,P11,0,0.001548109,0,0.014293607,0,0.000943262,0.042716308,0.023491624,0.08299291,5,0.182817183,P11,Streptococcus.agalactiae,set1,Streptococcus
Streptococcus.agalactiae,0.125069836,0.219135398,P19,0.006416184,0.001284609,0.00062235,0.007504779,0.014953005,0.016100192,0.000872357,0.001172556,0.048926032,8,0.125069836,P19,Streptococcus.agalactiae,set2,Streptococcus
Streptococcus.agalactiae,0.508491508,0.106522956,P17,0.11097474,0,0,0.16783713,0,0.08092157,0.01661116,0.10637971,0.48272431,5,0.106522956,P17,Streptococcus.agalactiae,set2,Streptococcus
Streptococcus.agalactiae,0.103896104,0.150528977,P07,0,0,0.005797211,0.053469793,0,0.000428525,0,0.004399966,0.064095495,4,0.103896104,P07,Streptococcus.agalactiae,set1,Streptococcus
Streptococcus.agalactiae,0.37962038,0.099523117,P22,0,0,0.007313884,0.026104429,0.003795743,0.007790157,0.00893738,0.006870244,0.060811837,6,0.099523117,P22,Streptococcus.agalactiae,set2,Streptococcus
Streptococcus.agalactiae,0.060939061,0.064560574,P26,0.073907234,0.016970558,0.003165995,0.02324236,0.114681898,0.023081484,0.009193792,0.174182628,0.438425949,8,0.060939061,P26,Streptococcus.agalactiae,set2,Streptococcus
Streptococcus.agalactiae,0.047952048,0.248724398,P05,0,0,0.010026553,0.002537875,0,4.41E-05,0.00105469,0.002280051,0.015943269,5,0.047952048,P05,Streptococcus.agalactiae,set1,Streptococcus
Streptococcus.agalactiae,0.350649351,0.040254531,P24,0.037249036,0.010634721,0.001716737,0.000978802,0.102978537,0.000492591,0.001145768,0.008030411,0.163226603,8,0.040254531,P24,Streptococcus.agalactiae,set2,Streptococcus
Streptococcus.agalactiae,0.030969031,0.02345269,P23,0.1642699,0.10622841,0.06324603,0.2335052,0.22408611,0.04496814,0.20715417,0.28327379,1.32673175,8,0.02345269,P23,Streptococcus.agalactiae,set2,Streptococcus
Streptococcus.agalactiae,0.047952048,0.030405761,P08,0.058669412,0.016132654,0.028707672,0.064313078,0.026853421,0.021832357,0.000894182,0.128224008,0.345626784,8,0.021978022,P08,Streptococcus.agalactiae,set1,Streptococcus
Streptococcus.agalactiae,0.125069836,0.015337739,P20,0.08526627,0.01789549,0.02046311,0.05400643,0.16064109,0.02542876,0.03036223,0.11256855,0.50663193,8,0.015337739,P20,Streptococcus.agalactiae,set2,Streptococcus
Streptococcus.agalactiae,0.027972028,0.012252714,P14,0.060576314,0.024471269,0.046294852,0.164795842,0.094541892,0.040647746,0.002108295,0.105467756,0.538903966,8,0.012252714,P14,Streptococcus.agalactiae,set2,Streptococcus
Streptococcus.agalactiae,0.350649351,0.011861638,P13,0.005625409,0,0.001418959,0.074930415,0.007163262,0.01313738,0.006358734,0.054892573,0.163526732,7,0.011861638,P13,Streptococcus.agalactiae,set2,Streptococcus
Streptococcus.australis,0.103896104,0.323907486,P05,0.001097298,0.003231052,0.019299247,0.004918315,0.004008202,7.02E-05,0.003964429,0.005719686,0.042308429,8,0.103896104,P05,Streptococcus.australis,set1,Streptococcus
Streptococcus.australis,0.076767858,0.163988175,P07,0.005140629,0.003556579,0.008500622,0.08922633,0.004187125,0.002789007,0.107194499,0.01521789,0.235812681,8,0.076767858,P07,Streptococcus.australis,set1,Streptococcus
Streptococcus.australis,0.125069836,0.062072303,P18,0.12934792,0.05825841,0.07542779,0.02436104,0.12987243,0.01065593,0.01917066,0.07408217,0.52117635,8,0.062072303,P18,Streptococcus.australis,set2,Streptococcus
Streptococcus.australis,0.027972028,0.086433452,P23,0.31448721,0.01811871,0.0601718,0.06716506,0.11053788,0.03590165,0.05486037,0.07268664,0.73392932,8,0.060939061,P23,Streptococcus.australis,set2,Streptococcus
Streptococcus.australis,0.013986014,0.043174909,P08,0.13148179,0.04112772,0.0292868,0.13215319,0.07981049,0.04498335,0.00253828,0.3517218,0.81310342,8,0.043174909,P08,Streptococcus.australis,set1,Streptococcus
Streptococcus.australis,0.216783217,0.041046324,P06,0.154147833,0,0.004024942,0.007035856,0.254519715,0.002103845,0.062378626,0.003920194,0.488131011,7,0.041046324,P06,Streptococcus.australis,set2,Streptococcus
Streptococcus.australis,0.125069836,0.039283102,P19,0.016194064,0.002966507,0.001567568,0.005859813,0.037773899,0.0169496,0.002773754,0.000742573,0.084827778,8,0.039283102,P19,Streptococcus.australis,set2,Streptococcus
Streptococcus.australis,0.350649351,0.028598742,P24,0.0330357,0.01009528,0.002891683,0.001874633,0.074571724,0.000629842,0.002734823,0.008361571,0.134195256,8,0.028598742,P24,Streptococcus.australis,set2,Streptococcus
Streptococcus.australis,0.216783217,0.024068468,P14,0.102476102,0.08831341,0.180257493,1.269109501,0.149155746,0.369946285,0.004460027,1.017570455,3.181289019,8,0.024068468,P14,Streptococcus.australis,set2,Streptococcus
Streptococcus.australis,0.125069836,0.017128173,P26,0.41288223,0.07225643,0.02243572,0.09307647,0.61309213,0.10804279,0.07318181,0.47394245,1.86891003,8,0.017128173,P26,Streptococcus.australis,set2,Streptococcus
Streptococcus.australis,0.060939061,0.010503153,P20,0.4961934,0.07645273,0.08165873,0.18122619,0.69301316,0.08071306,0.15007698,0.49755633,2.25689058,8,0.010503153,P20,Streptococcus.australis,set2,Streptococcus
Streptococcus.australis,0.508491508,0.009338135,P13,0.012333908,0.023542438,0.004969751,0.264960507,0.009113298,0.024931648,0.010085905,0.242889202,0.592826657,8,0.009338135,P13,Streptococcus.australis,set2,Streptococcus
Streptococcus.gwangjuense,0.125069836,0.15426526,P06,0.019417048,0.00053585,0.002328795,0.003338025,0.059421947,0.000488046,0.020048126,0.002666905,0.108244742,8,0.125069836,P06,Streptococcus.gwangjuense,set2,Streptococcus
Streptococcus.gwangjuense,0.125069836,0.168033662,P19,0.005829648,0.00092202,0.00056322,0.007177639,0.016411382,0.012939078,0.000726929,0.000708802,0.045278718,8,0.125069836,P19,Streptococcus.gwangjuense,set2,Streptococcus
Streptococcus.gwangjuense,0.216783217,0.124669088,P25,0.002907155,2.54E-05,0.003530751,0.01010499,0.006596555,0.000326189,0.000976385,0.001368472,0.025835897,8,0.124669088,P25,Streptococcus.gwangjuense,set2,Streptococcus
Streptococcus.gwangjuense,0.08991009,0.091069844,P09,0.000168121,3.58E-05,0.000612015,0.009559367,0.000532653,0.002067089,0.002355016,0.002898669,0.01822873,8,0.091069844,P09,Streptococcus.gwangjuense,set1,Streptococcus
