,P03_210705_17,P03_210705_21,P03_210706_09,P03_210706_13,P03_210706_17,P03_210706_21,P03_210707_09,P03_210707_13,P05_210705_17,P05_210705_21,P05_210706_09,P05_210706_13,P05_210706_17,P05_210706_21,P05_210707_09,P05_210707_13,P07_210705_17,P07_210705_21,P07_210706_09,P07_210706_13,P07_210706_17,P07_210706_21,P07_210707_09,P07_210707_13,P08_210705_17,P08_210705_21,P08_210706_09,P08_210706_13,P08_210706_17,P08_210706_21,P08_210707_09,P08_210707_13,P09_210705_17,P09_210705_21,P09_210706_09,P09_210706_13,P09_210706_17,P09_210706_21,P09_210707_09,P09_210707_13,P11_210705_17,P11_210705_21,P11_210706_09,P11_210706_13,P11_210706_17,P11_210706_21,P11_210707_09,P11_210707_13,P06_day1_09,P06_day1_13,P06_day1_17,P06_day1_21,P06_day2_09,P06_day2_13,P06_day2_17,P06_day2_21,P13_day1_09,P13_day1_13,P13_day1_17,P13_day1_21,P13_day2_09,P13_day2_13,P13_day2_17,P13_day2_21,P14_day1_09,P14_day1_13,P14_day1_17,P14_day1_21,P14_day2_09,P14_day2_13,P14_day2_17,P14_day2_21,P15_day1_09,P15_day1_13,P15_day1_17,P15_day1_21,P15_day2_09,P15_day2_13,P15_day2_17,P15_day2_21,P16_day1_09,P16_day1_13,P16_day1_17,P16_day1_21,P16_day2_09,P16_day2_13,P16_day2_17,P16_day2_21,P17_day1_09,P17_day1_13,P17_day1_17,P17_day1_21,P17_day2_09,P17_day2_13,P17_day2_17,P17_day2_21,P18_day1_09,P18_day1_13,P18_day1_17,P18_day1_21,P18_day2_09,P18_day2_13,P18_day2_17,P18_day2_21,P19_day1_09,P19_day1_13,P19_day1_17,P19_day1_21,P19_day2_09,P19_day2_13,P19_day2_17,P19_day2_21,P20_day1_09,P20_day1_13,P20_day1_17,P20_day1_21,P20_day2_09,P20_day2_13,P20_day2_17,P20_day2_21,P21_day1_09,P21_day1_13,P21_day1_17,P21_day1_21,P21_day2_09,P21_day2_13,P21_day2_17,P21_day2_21,P22_day1_09,P22_day1_13,P22_day1_17,P22_day1_21,P22_day2_09,P22_day2_13,P22_day2_17,P22_day2_21,P23_day1_09,P23_day1_13,P23_day1_17,P23_day1_21,P23_day2_09,P23_day2_13,P23_day2_17,P23_day2_21,P24_day1_09,P24_day1_13,P24_day1_17,P24_day1_21,P24_day2_09,P24_day2_13,P24_day2_17,P24_day2_21,P25_day1_09,P25_day1_13,P25_day1_17,P25_day1_21,P25_day2_09,P25_day2_13,P25_day2_17,P25_day2_21,P26_day1_09,P26_day1_13,P26_day1_17,P26_day1_21,P26_day2_09,P26_day2_13,P26_day2_17,P26_day2_21,P27_day1_09,P27_day1_13,P27_day1_17,P27_day1_21,P27_day2_09,P27_day2_13,P27_day2_17,P27_day2_21
Actinomyces.qiguomingii,0.001714904,0.000231361,6.79E-05,5.88E-05,3.50E-05,0.000113749,5.27E-05,7.58E-06,0.000117429,0,1.33E-05,0,0,0,3.61E-05,0,0,0,0,2.51E-05,0,0,0,0,0,0,0.000758951,0,0,0,0,0,1.01E-05,0.000167162,1.94E-05,2.02E-06,5.12E-05,4.92E-05,0,0.000115155,4.41E-05,0,0.000582777,6.48E-05,0,0,3.57E-05,2.87E-05,0.001947168,0,0,0,0.002636083,0,0,0,0,0,0,0,0,0,0,0,0,0.000144087,0.000205482,0,0,0,7.32E-06,0,9.73E-05,0,0,0,0,0,0,0,0.001619108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24E-05,5.56E-05,2.69E-05,2.53E-05,0.000376242,0,3.48E-05,6.28E-06,0,0,0,0,0,0,0,0,0.001545099,7.75E-05,0,0.000122403,0.002490583,7.66E-05,0.001006664,0,0.000121852,0.000100117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050947,0,2.79E-05,5.29E-05,0.001902353,1.42E-05,0,0,0.000367079,3.16E-05,0.000597766,0,0.000619263,0,0.000723248,0,0.000934686,0,0,0,0,0.000478456,0.000251269,0,0,0,0,0,0,0,0,0
Porphyromonas.asaccharolytica,0,0,9.52E-05,1.89E-05,0,0,6.67E-05,0,0,0,0,0,0,0,0,0,0,0.000442909,0.00014866,1.72E-05,0.000560679,0,5.16E-05,9.37E-06,0,0,0,0.00043831,0,0,0.000270667,0,0,0,0,1.63E-06,0,0,0,0,0,0,0,2.05E-05,0,0,2.34E-05,2.33E-05,0,0.000364005,0.002278273,0.001403616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42E-05,0,0,0,0,0,0,0,2.17E-05,0.000135432,3.06E-05,0.000242502,0.000614849,4.08E-05,0,0.002296237,0.000460867,0,0,0.001290146,0.000974074,0,0,0.000403183,0.000401752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001059175,0,0,0,0,0,0,0,0.038873895,0.000649229,0.002861881,0.000405936,0.079890822,0.001548128,0.017047422,0.003950797,0.00012653,9.14E-05,0.000109975,0.000309051,0.000477912,0.00017206,0.000230784,0,0.006031841,0.001914253,0.002029048,0.005072213,0.005836325,0.000904477,0.004399967,0.002350086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001730908,0,0,0,0.004103593,0,0,0,0.001381432,0.000689609,0,0
Prevotella.dentalis,0,0.000173946,7.99E-05,0,0,0,9.56E-05,6.92E-06,0,0,0,0,0,0,0,0,0,0.000383651,0.000234462,5.49E-05,0,0,3.04E-05,6.49E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843619,6.86E-05,0.000786011,0,6.20E-05,2.23E-05,0.002175059,0,0.000971935,0,0.003252832,0,0,0,0,0,0,0,0,0,4.83E-05,0,0,0,0,0.001847636,0,0,0,0,0,0,0,0,0,0,0,0,0.000895359,0,0,0,0,0.010215164,0,0,0.00314931,0.000994028,0.002560962,0.000998036,0.002674784,0.001477371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53E-06,0,0,0,0,0,0,0,0,0.003436359,0.000124909,0.000528686,0,0.004464526,0.00021017,0.001217159,0.000971776,0.001491582,0.000558477,0.000617328,0.002028743,0.010851742,0.001972175,0.002829678,0.000233359,0.003189501,0.000836032,0.000802702,0.002943451,0.002788491,0.00035412,0.001685028,0.001793028,0.000240171,0,0,0,0.001349287,0,0,0,0.000399854,4.97E-05,0,0,0,0,0,0.000136486,0.00073533,0,0,0,0.001354499,0.000537381,0,0,0,0,0,0,0,0,0,0
Bergeyella.cardium,0.001913686,0.000133459,0.000232508,1.70E-05,0,9.51E-05,0.000126077,9.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.000241305,0,1.40E-05,0,0,0,0,0,0,0,0,0,1.51E-05,0.001454777,0.000187561,5.99E-06,0.000564442,0.001376039,0.000353526,0.001613783,0,0.000356549,0,2.57E-05,0.000559213,0,0,0,0,0,0,0,0,0,0,0,8.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118546,0.000190276,0,0,0.00071549,7.43E-05,0.000156735,0,0,2.34E-05,0.000171619,1.29E-05,0,0,0,0.000149804,0.002880574,0.000632028,0,0,0.002217497,0,0,0,0,0,0,0,0,0,0,0.000426176,0,0,0,0,0,0.000181245,2.31E-05,0,0.005287835,0,0.000272691,0.003128376,0.003938841,0,0,0.003783692,0.004012149,0.000266555,0.001055084,0.000297232,0.007865024,0.00036887,0.001620494,0.001269946,0.000430059,0.00024367,0.000369813,0.0009211,0.000682428,0.000129567,0.000134212,0.000163019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002184513,0,0,0,0,0,0,0
Lactococcus.lactis,0.001856522,0,0,0,1.51E-05,6.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000592926,0.000503729,0.000286896,0,0.00064175,0.000769118,0.000431808,0.002947703,0,0.000145603,0,0,0,0.000510343,7.15E-06,0.002291654,0,0,0,0.000788859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001199028,0.000735588,0.000377879,0.001267428,0.001122049,0.000890108,0.00103353,0.001619323,0.004004865,0.000519211,0.000260242,0.00107278,0,0,0,0,0,0,0,0,0,0.000316883,0.000204315,0.000799001,0,0.000177724,0.000296596,0,0.006178156,0.000241657,0.001422722,0.000424756,0.004459171,0.000527838,0.002350789,0.002316263,0,0,0,0,0,0,0,0,0,0,0.000340187,0.00204033,0,0.000426179,0.001163304,0.002155696,0.000856507,0.000123568,0,0,0.004254459,0,0,0,0.000653532,5.81E-05,0.001076508,0.000626999,0.002275749,0,0,0.000148675,0,0,0,0,0,0,0,0,0,0,0,0,0.003676253,0.00064464,0.000377731,0.000265138
Leptotrichia.sp..oral.taxon.221,0,0,0,0,0,0,0,0,0,0,7.78E-06,0,0,0,0,8.13E-07,0,0,3.58E-05,0,0,0,1.36E-05,0,0,0,0,0,0,0,0.000478832,0,0,0,0,0,0,0,0,0,0,0.000270703,0.001010197,2.90E-05,0.000811581,0.000456864,5.53E-05,1.18E-05,0.009948761,0,0,0,0.005744821,0,0,0,0,0,0,0,0,0,0,0,0.000173478,0,0,0,0,0,0,0,8.31E-05,0,0.000376551,0,0,0,0,0,0.146299572,0,0,0,0.000331133,0,1.94E-05,0,0.011569865,0,0,0,0.004814625,0.001249726,0.00021295,0.00103989,0,0,0,0,0,0,0,0,0,0,0,0,0.000364594,0,3.47E-05,0,0,0,0,0,0,0,0,0,0.005287065,0,0,0.00037868,0.005833292,0.000163525,0.001298303,0.000788807,0.000132691,9.43E-05,4.89E-05,0.000272515,0.000122215,5.68E-05,0,0,0.00730474,0,0,0,0.001609523,0,0,0,0.000241193,0,0,0,0.001100734,0,2.01E-05,0,0.009196767,0.00014932,0.002283057,0.000739333,0.008137188,0.000535971,0.003993026,0.000116622,0.001256596,0.000325518,0,0,0.002517943,0.000195829,0,0.004411309,0,0,0,0,0,0,0,0
Streptococcus.dysgalactiae,0,0,0,0,0,0,0,0,0.00764505,0.005810849,0,0,0.001595296,0,0,0.000217779,0.001486799,0.013721466,0,0,0,0.004939436,0,0,0,0,0,0,0.001013099,0,0,0,0,0,0,0,0,0,0,0,0,0.006366135,0,0.000424329,0,0.003658503,0.000803829,0.000369014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002146547,0.008396308,0,0,0,0.004739813,0,0,0,0,0,0,0.007919667,0,0,0,0.04544351,0,0,0.075895061,0.060932226,0.006383999,0.041024952,0,0.013977316,0.013070505,0.002670517,0.010877391,0.001044103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006639676,0.000485615,0.00083053,0.000129716,0.021702363,0.000486287,0.006317314,0.0020452,0.0020413,0.002666571,0,0,0.001445745,0,0.002223365,0,0.062907572,0.043130173,0.018052379,0.096617106,0.05713753,0.017089173,0.065668141,0.086453675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060349236,0.001276298,0.061110353,0.0113023,0.085107275,0.031004961,0.019447469,0.017475346
Clostridioides.difficile,0,0,0.000121321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67E-05,2.95E-05,0,0,0,0,0,0,0,0,0,0,0.000674412,0,0,0,0,0,0,0,0,0,0,0,0,4.30E-05,0,0,3.79E-05,3.00E-05,0.004253654,0,0,0,0.004686261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000453161,0,0,0,2.55E-05,0,0.00025437,0.000186933,0,0,0.001027891,0.000231673,0,0,0,0,0,0,0,0.0006586,0,0,0.006106582,0.00112104,0,0.004564814,0.004012187,0.005072711,0,0.001966011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003843067,0.000266763,0.002645184,0.000293015,0.004544706,0.000188188,0.002582298,0.001081554,0.000116319,0.000140655,0.00012814,0.000476948,0.000309071,0.000127741,0.000253414,0,0.00329074,0.002199042,0.001047969,0.003749395,0.003617871,0.00074117,0.002944521,0.00404676,0.001095871,0,0,0,0.004402511,0,0,0,0.000694094,7.45E-05,0,0,0,0,0,0,0.002074201,0.000507125,0,0.000370955,0.002535053,0.000470601,0,0,0.00429061,0,0,0,0,0,0,0
Streptococcus.pseudoporcinus,0,0.000127461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186876,0,0,0,0,5.42E-06,0,0,1.17E-06,0,0,0,6.54E-05,0,0,0,0,0,0,0,2.48E-05,0.003065045,0.000517226,0.001970334,0.001374616,0.002965594,0.000205809,0.00152875,9.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03E-06,0,0.000315597,0.000550431,0,0.002498878,0,0.000767752,0.000824427,0.000315419,0,0,0,4.00E-06,0,0,0,0,0,0.000982979,0,0,0,0.001073185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009541405,0.000517835,0.002066831,0.000259916,0.008880916,0.00058601,0.004723062,0.002297292,6.89E-05,0.00020067,0.0002074,0.000738657,0.000334856,0.000187962,0.000393453,9.22E-05,0.042823145,0.03856625,0.018832778,0.082355384,0.058032506,0.013641417,0.06484196,0.078348665,0,0,0,0,0,0,0,0,0,2.64E-05,0,0,0,0,0,0,0.000970635,0.000208431,0,0.000700442,0,0.000762078,0.000177598,0,0,0,0,0,0,0,0,0
Dolosigranulum.pigrum,0,0.000144384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30E-05,0.000466459,0,0,0,0,0,0,0.000124789,0.000551105,0,0,1.07E-05,0.001566653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001360448,0,0,0,0,0,0,0,0,0.000706865,0,0,0.001635979,0.001968125,0.000501619,0.002567031,0.000980697,0.001617287,0.001112524,0.000131203,0.000584898,0,0.00040062,0.00138396,8.38E-05,1.56E-05,1.04E-05,0.000161361,0.000204947,0.000198983,0,1.45E-05,0,0.000253652,0.000313545,0.000716344,0.002187912,0.000447221,0.000438936,0.001823935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001114433,0.000197849,5.17E-05,0.000521691,0.00160829,0.00040618,0.000211568,0.002346551,0.002898934,5.54E-05,0.002715289,0.000657639,0.00538636,0.001782744,0.001142026,0.000965838
Enterococcus.faecalis,0.003288375,0,0.000157174,7.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000123027,0.001903861,0,0,0.000762342,0,4.30E-05,2.31E-05,0,0,0,0,0,0,0.000939597,0,0,0,0,0,0,0,0,0,0.00011702,0,0,0,0,0,0,0,0.004688608,0,0,0,0.004609079,0,0,0,0.000176011,0,0,0.007552314,0,0,0,0.006778152,0,0.000298192,0.000457994,0.006974486,0,0.000853052,1.40E-05,0.003917698,0,0,0,0,0.000929996,0,0,0,0,0.000110191,0.000249224,0,0.000713441,0,6.87E-05,0,0,0,0,0,0,0,0,0,0.000976314,0,0,0,0.001559196,0,0,0.000610619,0.000193392,0,0,0,0,0,0,0,0.002941226,0,0.000531426,0,0.007232417,0,0.000772185,0,0,0,0.001300173,0.000395229,0,0,0,0,0.00018624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37E-05,0,0.001229754,0,0,0,0.001960975,0,0,0,0.002291319,0,0,0.000852298,0.005048034,0,0.000386921,0.005567459,0,0,0,0,0.008134413,0.00190392,0.001118416,0.000756301
Schaalia.sp..ZJ405,0.00083348,0,0,0,0,0,2.59E-05,0,0.000218045,0,2.03E-05,5.33E-05,0,0,3.98E-05,6.20E-07,0,0,0,1.25E-05,0.000203817,0,1.22E-05,0,0,0,0.000776896,0,0,0,0.000430101,0,4.95E-06,0,0,0,0,0,3.45E-05,0,3.62E-05,0,0.00049148,4.45E-05,0.000577001,0,1.98E-05,1.94E-05,0.002489491,0,0,0,0.002817166,0,0,0,0,0,0,0.001668162,0,0,0,0,0,0.000113536,0,0,0,0.000186684,5.18E-06,0,0.000155963,0.000173221,0,0,0.000540732,0,0,0,0.001469881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83E-05,9.19E-06,0,0.000227074,0,2.91E-05,5.93E-06,0,0,0,0,0,0,0,0,0.001182901,0,0,9.66E-05,0.001749628,0,0.000698909,0,0.000106888,0,5.30E-05,0.000195574,0,0,0,0,0,0,0,0,0,0,0,0,0.000488519,4.54E-05,0,4.17E-05,0.002396803,1.23E-05,0,5.44E-05,0.000289075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porphyromonas.endodontalis,0,0,0.000195597,0,0,0,9.50E-05,7.70E-06,0,0,0,0,0,0,0,0,0,0.000926948,0.000261508,2.56E-05,0,0,5.14E-05,0,0,0,0,0.001317781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438985,3.81E-05,0,0,4.47E-05,4.94E-05,0.003788324,0.00167103,0.012814097,0.008180325,0.005540821,0.000976095,0.001335123,0.000120845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001715,0,0,0,0.000120685,0,0,0,0,0,0,0,0,0,0,0.002783674,0.001071337,0,0,0.002079433,0.001815711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007654144,0.000313212,0.000772905,0,0.005961607,0.000300243,0.002980852,0.000657334,0.000236236,0.000130367,0.000177798,0.000718841,0.001286794,0.00038505,0.000634992,0,0.011868405,0.005951844,0.005170167,0.013622241,0.013186006,0.002347993,0.009385957,0.006880645,0,0,0,0,0,0,0,0,0,2.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium.dentium,0,0,0,0,0,0,0,0,0,0,8.87E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000336877,0,0,0,0,0,0,0,0,0,0,0,0.000435181,5.85E-05,0,0,3.00E-05,0.000423441,0,0,0,0,0.001416004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000537752,0.001245323,0,0.000215154,4.14E-05,0,9.46E-05,0,0,0,0.00041221,0,0,0,0.00217622,5.35E-05,0.000137479,0,0,0.002453284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033281,4.09E-05,1.80E-05,5.10E-05,0.00069075,0,3.85E-05,3.83E-05,0,0,0,0,0,0,0,0,0.001653968,0,0,0.00012298,0.002849811,0,0.000957329,0,7.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246303,0,0,0,0.000670383,0,1.39E-05,0,0.002031993,8.63E-05,0.001387611,0.000965045,0.002856427,0.001716889,0.012059586,0.001792226,0.011745255,0.001193408,0,0.000847817,0.003917583,0.000832,0.000280172,0,0,4.86E-05,0,0.00010817,0,0,0,0
Abiotrophia.para.adiacens,0,0,5.13E-05,1.54E-05,0,3.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169241,0,0,3.77E-06,0,0,0,0,0,0.000812555,0.000274905,0,0,0,0,0,0,0,0,0,3.45E-05,0,0,0,0,0,0,0,0.001300997,0,0,0,0.001472407,0,0,3.48E-05,0,0,0,0.001829887,0,0,0,0.001581275,0,8.54E-05,0,0.002330571,0,0.000300159,0,0.00134354,9.10E-05,0,0.000196844,0,0.000445124,0,0,0,0,3.13E-05,0,4.45E-06,0.000185877,0,2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397449,2.75E-05,4.67E-05,0.000193566,3.45E-05,0,0,0,0,0,0,0,0.001091478,0,0.000126751,0,0.001309096,0,0.000211802,0,0,0,0.0003302,7.49E-05,0,0,0,0,4.88E-05,0,4.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86E-05,0,0.000236635,0,0,0,0.000690106,0.00022908,0,0,0.000622579,0.000131151,3.15E-05,0,0.001651063,0.000155343,8.07E-05,0.001386598,0,0,0,0,0,0,0,0
Porphyromonas.cangingivalis,0,0,9.44E-05,0,0,0,6.57E-05,0,0,0,0,0,0,0,0,0,0,0.000424676,0.000124972,1.29E-05,0.000557374,0,3.92E-05,8.02E-06,0,0,0,0.000290017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40E-05,1.19E-05,0.001537542,0.00069415,0.00375612,0.002093824,0.00218783,0.000259106,0,5.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E-05,0,0,0,0,0,1.34E-05,0,0.000449905,2.98E-05,0,0.001835228,0.00042224,0,0,0.001074776,0.00113358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002920007,8.93E-05,0,0,0.002068725,9.57E-05,0.000849262,0,9.97E-05,0,8.65E-05,0.000235119,0.000344393,0.000130609,0.000182386,0,0.004635968,0.001806107,0.001730823,0.00474806,0.003813153,0.000791421,0.002541031,0.002062853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004109097,0,0,0,0.001586024,0.00070835,0,0
Corynebacterium.diphtheriae,0,0.000408906,0.000161863,9.30E-05,2.76E-05,0.000191522,9.23E-05,1.72E-05,0,0,0,0,0,0,0,0,0,0,4.05E-05,3.10E-05,0.000548119,0,2.77E-05,1.21E-05,0,0,0,0,0,0,0,0,4.08E-05,0.000641316,4.26E-05,5.00E-06,0.000200469,0.000192408,0.000139491,0.000266061,0,0,0,6.30E-05,0,0,0,0,0.007217533,0,0,0,0.012305611,0,0,0,0,0,0,0,0,0,0,0,0.000294985,0.000515607,0.000466454,0.003804258,0,0.001034884,1.96E-05,0.002720197,0.00020468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163552,0,1.87E-05,0,0.001066408,0,6.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004491243,0,0,0,0,0.000284813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120506,0.000100159,0,2.45E-05,0,0,0.004651194,9.50E-05,0.002284702,0,0,0,0,0,0,0,0,0,0,0,0.000738696,0,0,0,0,0,0,0.001160591,0,0
Actinomyces.wuliandei,0.0012871,0.000113536,5.75E-05,4.67E-05,3.15E-05,8.29E-05,3.95E-05,0,0,0,0,0,0,0,3.58E-05,0,0,0,0,2.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-05,0,1.48E-05,1.54E-06,0,0,0,8.60E-05,0,0,0,5.83E-05,0,0,2.19E-05,2.30E-05,0,0,0,0,0.001478344,0,0,0,0,0,0,0,0.000215096,0,0,0,0,0,0,0,0,0,0,0,0.000115668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86E-05,7.23E-05,3.20E-05,0,0.000577761,0.000111791,4.52E-05,0,0,0,0,0,0,0,0,0,0.001815177,8.89E-05,0,0.000156468,0.00212281,0,0.000818722,0,0.00011896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000471145,0,0,2.37E-05,0.001019777,9.07E-06,1.07E-05,0,0.000539475,4.14E-05,0.000834538,0,0.000846448,0,0.000969688,0,0.001201038,0,0,0,0,0.000348971,0.00021248,0,0,0,0,0,0,0,0,0
Treponema.phagedenis,0,9.79E-05,0,0,0,0,0,5.62E-06,0,0,0,0,0,0,0,0,0,0.000898026,0.000227747,1.61E-05,0,0,2.38E-05,1.07E-05,0,0,0,0.000198017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E-05,1.32E-05,0,0,0.001224542,0,0,0.000162761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27E-05,0,0,0,0.000109909,0,0,0,0,0,0,0,0.002287262,0,0,0.002322665,0.000855968,0,0.00368336,0.001544861,0.00396606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002143165,0.000147714,0.000879008,0.00010181,0.004020737,0.000559471,0.001396162,0.001114084,8.93E-05,5.84E-05,6.60E-05,0.000170214,0.000397376,0.000127741,0.000114455,0,0.003840406,0.004632419,0.001443741,0.007647709,0.006373334,0.000797129,0.006566344,0.007024348,0,0,0,0,0,0,0,0,0,2.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbus.oralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43E-05,0.00081913,0.000310564,0.000161923,0.000204181,4.07E-05,3.83E-05,3.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116218,0.000171821,0.00158425,0.001093388,0.002666654,0.000165535,6.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487101,0.004591843,0.006053597,0.001052957,0.005332319,0.005861292,0.001166376,0.000758461,0,0,0,0,0,0,0,0,0.000203339,2.58E-05,0,1.82E-05,0,0,0,0,0,0.000493672,0,0.00060948,0,0,0,0,0,0,0,0,0,0,0,0,0.000114936,0,0,0.000222224,0.00117129,0.000391828,0.000121917,4.95E-05,0.001258233,0.001290932,0.00057731,0.001620498,0.001745335,0.000433899,0,0,0,0,0,0,0,0,0,0,0,1.46E-05,0.000486879,0,0,0.000277634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium.aquilae,0.002087905,0.000482499,0.000151576,6.03E-05,3.15E-05,0,6.99E-05,2.07E-05,0,0,0,0,0,6.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27E-05,0.000559559,0,3.83E-06,0.000118718,0.000159409,0,0.000369264,0,0.000561788,0,0,0,0,0,0,0,0,0,0,0.006042538,0,0,0,0.000156454,0.00043763,0,0,0,0,0,0,0,0,0,0,0.00056639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000352261,0,0,0,0,0.0002066,5.98E-05,0,0,0.00092954,0.000431903,7.82E-05,0,0,0,0,0,0,0,0,0,0,0.000185165,0,0,0,0,0,0,0,0.000205182,0,0,0,0,0,0.00021582,0,0,0,0,0,0,0,0,0.000741153,0,6.11E-05,5.38E-05,0,2.84E-05,0,0.000147113,0.001141734,0,0,0,0,0,0,0,0,0,0.00024631,0.000915619,0,0.00060259,0.000422064,0,0.005049742,4.85E-05,0,0.000272428,0.003379052,0,0,0.000464444
