species,rhythmic_p,mesor,amplitude,phase_radians,peak_time_hours,people
Aggregatibacter.actinomycetemcomitans,0.447815052,0.000310624,0.000196073,0.796607113,3.042815034,P16
Corynebacterium.vitaeruminis,0.200213578,0.000387367,0.000544156,1.391289257,5.314333501,P16
Pseudoleptotrichia.goodfellowii,0.207936732,1.06E-13,0.000122742,3.593517625,13.72622624,P16
Berryella.intestinalis,0.207935876,-8.01E-14,0.000111958,3.593516944,13.72622364,P16
Haemophilus.pittmaniae,0.52515699,7.98E-05,4.50E-05,0.986928065,3.769787521,P16
Carnobacterium.divergens,0.08156999,1.09E-14,3.85E-05,3.862486661,14.75361228,P16
Porphyromonas.crevioricanis,0.205880725,0.000271717,0.000338994,1.592466087,6.082772389,P16
Mannheimia.granulomatis,0.450341552,0.000225493,0.000151372,1.104611607,4.219305541,P16
Klebsiella.pneumoniae,0.535748838,-3.57E-10,0.050788096,3.593517647,13.72622632,P16
Faecalibacterium.prausnitzii,0.200213651,0.002007034,0.002819389,1.391289398,5.314334041,P16
Cryptobacterium.curtum,0.207935968,-1.37E-14,6.05E-06,3.593517676,13.72622643,P16
Carnobacterium.maltaromaticum,0.233715251,0.000144356,0.000177957,1.500051516,5.729774728,P16
Capnocytophaga.sp..oral.taxon.864,0.251333358,9.79E-05,0.000217514,4.691304133,17.91946182,P16
Streptococcus.pluranimalium,0.207935899,2.54E-13,0.000271628,3.593517649,13.72622633,P16
Microviridae.sp.,0.174511364,0.000982127,0.001339519,1.433482344,5.475499219,P16
Histophilus.somni,0.343773744,-2.58E-12,5.35E-06,4.260475045,16.27381592,P16
Fusobacterium.periodonticum,0.200213605,0.004278119,0.006009703,1.391289471,5.314334317,P16
Actinobacillus.porcitonsillarum,0.492254037,0.00030638,0.000185624,1.047767716,4.002177868,P16
Treponema.succinifaciens,0.346215746,-7.90E-10,7.22E-05,3.593524588,13.72625283,P16
Parascardovia.denticolens,0.346096798,-6.96E-11,2.13E-05,3.593519006,13.72623151,P16
Streptococcus.porcinus,0.345865341,-2.07E-10,8.84E-05,3.593519496,13.72623338,P16
Simonsiella.muelleri,0.327586166,8.31E-05,8.87E-05,1.480609368,5.655511194,P16
X.Haemophilus..ducreyi,0.42695273,9.54E-05,6.79E-05,1.168257345,4.462414351,P16
Mobiluncus.curtisii,0.200213563,1.55E-06,2.18E-06,0.179507186,0.685666944,P16
Streptococcus.satellite.phage.Javan323,0.346292717,-1.01E-09,0.000329891,3.593522819,13.72624607,P16
Capnocytophaga.ochracea,0.14664715,-1.10E-13,0.000176602,4.157768021,15.88150399,P16
Gemella.sp..oral.taxon.928,0.166925686,4.21E-05,5.91E-05,0.179507213,0.685667047,P16
Capnocytophaga.haemolytica,0.13387803,2.53E-06,0.000158105,3.802152996,14.52315465,P16
Candidatus.Gracilibacteria.bacterium.HOT.871,0.207936028,9.98E-15,4.37E-06,3.593517817,13.72622697,P16
Leptotrichia.hofstadii,0.200213564,0.005420069,0.007613863,1.391289302,5.314333672,P16
Kingella.kingae,0.281385501,0.000152875,0.000141868,0.823013392,3.143679588,P16
Haemophilus.parainfluenzae,0.243260128,0.407803105,0.243975125,1.060367323,4.050304824,P17
Actinomyces.naeslundii,0.106797732,0.074957767,0.061694984,0.615636582,2.351558523,P17
Actinomyces.pacaensis,0.070270609,0.031060434,0.027243468,1.361217763,5.199468853,P17
Actinomyces.sp..oral.taxon.414,0.145504632,0.027275345,0.018067276,1.173140829,4.481067884,P17
Schaalia.meyeri,0.078132142,0.058708269,0.065118394,1.304588028,4.983159202,P17
Schaalia.odontolytica,0.097550212,1.681385319,1.766114606,1.33794681,5.110580363,P17
Rothia.dentocariosa,0.50891781,0.028657066,0.011459135,6.267538862,23.94023498,P17
Rothia.mucilaginosa,0.360853611,3.127195422,1.637038573,0.053405645,0.203994538,P17
Gemella.morbillorum,0.572842592,0.091647292,0.028208433,0.272801158,1.042023667,P17
Streptococcus.cristatus,0.031748531,0.049567271,0.035723463,0.831958129,3.177845969,P17
Streptococcus.gordonii,0.119997616,0.0303953,0.019625771,0.980858975,3.746605303,P17
Streptococcus.mitis,0.604501931,2.685790289,0.759616,6.178981235,23.60196976,P17
Streptococcus.oralis,0.2502326,0.371403747,0.159329293,0.607312242,2.319761887,P17
Streptococcus.salivarius,0.107065986,1.149754725,0.794689812,1.191183868,4.549987216,P17
Veillonella.nakazawae,0.091643589,0.047227353,0.047073513,1.333425015,5.093308375,P17
Veillonella.atypica,0.075818028,0.318639483,0.38961376,1.402063081,5.355486477,P17
Veillonella.parvula,0.111682841,0.139314204,0.144762694,1.341924369,5.12577352,P17
Myoviridae.sp.,0.074123229,0.063363929,0.043017525,1.223428632,4.673153142,P17
Siphoviridae.sp.,0.026740581,0.320310117,0.228374183,1.151911617,4.399978267,P17
Prevotella.melaninogenica,0.113399878,1.047688199,1.213111334,1.454972131,5.557584161,P17
Gemella.haemolysans,0.443162353,1.128310306,0.613715151,0.051919171,0.198316624,P17
Streptococcus.pneumoniae,0.497174256,0.256757819,0.087060559,6.193526468,23.65752846,P17
Streptococcus.thermophilus,0.248291989,0.011176089,0.005588486,1.253011682,4.78615207,P17
Podoviridae.sp.,0.066810404,0.023795492,0.022199068,1.326210918,5.065752557,P17
Streptococcus.sp..oral.taxon.061,0.330304375,0.303860291,0.167280296,1.261210683,4.817469946,P17
Campylobacter.concisus,0.116846885,0.111975543,0.088349657,1.204266667,4.599959829,P17
Gemella.sanguinis,0.066947874,0.071375774,0.050315908,1.249173587,4.771491627,P17
Streptococcus.sp..LPB0220,0.181136829,0.063357777,0.047586487,1.285130309,4.908836188,P17
Streptococcus.sp..oral.taxon.431,0.154844903,0.2785555,0.180961719,1.241084854,4.740594942,P17
Lachnoanaerobaculum.umeaense,0.013218623,0.012686393,0.012342329,1.363295787,5.20740632,P17
Veillonella.dispar,0.080999332,0.082568868,0.083430512,1.31487684,5.022459569,P17
Bacteriophage.sp.,0.073674975,0.008562813,0.006675844,1.293333354,4.940169513,P17
Streptococcus.anginosus,0.21051256,0.079976085,0.039042205,3.055667289,11.67178928,P17
Streptococcus.gwangjuense,0.53873602,0.048016351,0.014955218,0.145441776,0.555546662,P17
Streptococcus.parasanguinis,0.10577939,0.076888249,0.073394645,1.311186489,5.008363467,P17
Streptococcus.sanguinis,0.122858898,0.116955858,0.070670027,0.586634039,2.240776969,P17
Streptococcus.pseudopneumoniae,0.499634229,0.172662598,0.054893459,5.974575447,22.82119717,P17
Actinomyces.oris,0.537652906,0.013441986,0.005837522,0.744481138,2.843708475,P17
Rothia.aeria,0.099454231,0.088957544,0.06146369,0.359696196,1.373938262,P17
Streptococcus.australis,0.17631963,0.302678243,0.17063576,0.983339192,3.756079037,P17
Lancefieldella.parvula,0.069076411,0.089042078,0.098676185,1.402314922,5.356448437,P17
Streptococcus.intermedius,0.542559854,0.018767453,0.007443258,0.512153283,1.95628144,P17
Streptococcus.sp..116.D4,0.51032221,0.037141218,0.011528786,0.193722028,0.739963641,P17
Streptococcus.sp..I.P16,0.116899753,0.172556552,0.113039553,1.127693926,4.307473503,P17
Capnocytophaga.gingivalis,0.060923159,0.029452674,0.025745404,1.098232098,4.194937609,P17
Fusobacterium.nucleatum,0.53724732,0.074862794,0.019731432,1.769180525,6.757771817,P17
Streptococcus.koreensis,0.210893444,0.123681395,0.072873768,1.094635001,4.18119771,P17
Streptococcus.sp..A12,0.163759754,0.043093628,0.025155347,1.18195618,4.514740046,P17
Mogibacterium.diversum,0.028458283,0.075731894,0.08466752,1.342769354,5.129001124,P17
Lautropia.mirabilis,0.079770366,0.127078716,0.100242515,6.195706707,23.66585636,P17
Pauljensenia.hongkongensis,0.092379002,0.017689714,0.018678841,1.297949142,4.957800526,P17
Actinomyces.sp..oral.taxon.169,0.023547919,0.002577869,0.002886268,0.84627401,3.232528605,P17
Streptococcus.sp..I.G2,0.199361783,0.078310279,0.050428896,1.120475029,4.279899347,P17
Streptococcus.lactarius,0.227248489,0.04010559,0.026748387,1.182823617,4.518053413,P17
X.Eubacterium..sulci,0.026396696,0.086755711,0.110833236,1.394312528,5.325881545,P17
Prevotella.nigrescens,0.305975849,0.29809966,0.116770965,1.630067927,6.226400837,P17
Streptococcus.sp..NPS.308,0.008785172,0.115554726,0.09476822,0.411962468,1.573580716,P17
Capnocytophaga.sputigena,0.198671347,0.020796085,0.012406957,0.787833105,3.009300791,P17
Streptococcus.sp..ZB199,0.126318898,0.007015897,0.006889673,1.31688502,5.030130248,P17
Streptococcus.vestibularis,0.256241871,0.009841795,0.007164605,0.556665918,2.126307178,P17
Actinomyces.sp..oral.taxon.171,0.13155494,0.022225627,0.021132861,1.066031893,4.071941888,P17
Neisseria.subflava,0.705182626,0.390808097,0.118318769,1.063304443,4.061523795,P17
Parvimonas.micra,0.420480784,0.062221757,0.033441115,2.948587813,11.26277581,P17
Actinomyces.viscosus,0.11975888,0.003669475,0.002806092,1.073098035,4.09893256,P17
Prevotella.intermedia,0.56749762,0.043719101,0.017977579,1.280195191,4.889985427,P17
Streptococcus.sp..VT.162,0.053987667,0.026484273,0.016025486,0.640915389,2.448116454,P17
Tannerella.sp..oral.taxon.HOT.286,0.074262249,0.007253431,0.006316452,1.451016062,5.542473089,P17
Neisseria.mucosa,0.643319854,1.233304653,0.409478101,1.060672551,4.051470708,P17
Porphyromonas.sp..oral.taxon.275,0.070843927,0.036527711,0.034620251,1.37809927,5.26395146,P17
Campylobacter.showae,0.068054796,0.024687593,0.013705108,1.620771741,6.190892022,P17
Streptococcus.sp..1643,0.146963049,0.032185166,0.017992063,0.563371873,2.151922041,P17
Prevotella.jejuni,0.101997673,0.056781942,0.063928919,1.455386109,5.559165442,P17
Selenomonas.sputigena,0.131123788,0.01460795,0.014762575,1.484866172,5.671770988,P17
Streptococcus.suis,0.029231246,0.004185631,0.003829971,1.01746706,3.886437889,P17
Neisseria.elongata,0.105701052,0.119185587,0.084361843,1.144420489,4.371364268,P17
Prevotella.oris,0.048833426,0.009148188,0.008557765,1.519359206,5.803524671,P17
Neisseria.sicca,0.272015282,0.192895509,0.119689051,1.174203496,4.485126975,P17
Arachnia.propionica,0.186543385,0.01971472,0.011053255,0.747892254,2.856737979,P17
Lachnospiraceae.bacterium.oral.taxon.096,0.048936147,0.067394047,0.07228594,1.444044738,5.515844594,P17
Cardiobacterium.hominis,0.111099953,0.003995402,0.003199616,0.860134825,3.285473019,P17
Streptococcus.mutans,0.425177368,0.009930453,0.003214597,1.732290271,6.616861428,P17
Olsenella.sp..oral.taxon.807,0.070859402,0.002841462,0.002006416,1.249596595,4.7731074,P17
Candidatus.Saccharibacteria.bacterium.oral.taxon.488,0.089346305,0.010314123,0.008910086,1.255717559,4.796487758,P17
Mogibacterium.pumilum,0.22075381,0.147165138,0.175254403,0.21552976,0.823263041,P17
Streptococcus.sp..FDAARGOS_192,0.091218732,0.054621217,0.040006365,0.835222372,3.190314458,P17
Treponema.sp..OMZ.804,0.589382995,0.152286728,0.050907792,1.02872419,3.929436956,P17
Neisseria.flavescens,0.602254027,0.058778194,0.022185271,1.042531278,3.98217615,P17
Actinomyces.sp..oral.taxon.897,0.155152453,0.006895185,0.004655595,1.220356217,4.661417382,P17
Granulicatella.adiacens,0.06741303,0.003472636,0.00261886,1.175945743,4.491781869,P17
Streptococcus.constellatus,0.588219776,0.023744164,0.015042314,4.169255032,15.92538114,P17
Treponema.socranskii,0.168616173,0.029797512,0.017535101,1.234305368,4.714699214,P17
Haemophilus.influenzae,0.178652911,0.028237705,0.017414594,0.377443416,1.441727648,P17
Campylobacter.rectus,0.243359478,0.045536619,0.038631255,3.247784927,12.4056246,P17
Inoviridae.sp.,0.283917403,0.005326959,0.003015698,1.207808978,4.613490459,P17
Streptococcus.sp..oral.taxon.064,0.059728733,0.020046943,0.024046852,0.511135613,1.952394224,P17
Aggregatibacter.aphrophilus,0.382642589,0.03937523,0.024794677,5.482420189,20.94130256,P17
Fusobacterium.pseudoperiodonticum,0.040880385,0.038509704,0.026492102,1.447757469,5.530026182,P17
Prevotella.sp..oral.taxon.299,0.019342885,0.015642663,0.01874558,1.494667698,5.709210057,P17
Selenomonas.sp..oral.taxon.126,0.758993676,0.002840431,0.000920394,3.126584344,11.94267248,P17
TM7.phylum.sp..oral.taxon.952,0.081881158,0.02299507,0.021595705,1.299530312,4.96384015,P17
Prevotella.histicola,0.044586239,0.006471334,0.009090631,1.391289271,5.314333553,P17
Prevotella.veroralis,0.085795999,0.244531664,0.288995066,1.431933724,5.469583927,P17
Tannerella.forsythia,0.22223443,0.02683151,0.019138977,3.162997032,12.0817587,P17
Leptotrichia.sp..oral.taxon.212,0.030013875,0.008543529,0.00862283,1.362624664,5.204842819,P17
Campylobacter.gracilis,0.015447753,0.001108442,0.001154186,1.427741418,5.453570498,P17
Schaalia.cardiffensis,0.829277932,0.033858013,0.010041642,3.88022243,14.82135792,P17
Caudovirales.sp.,0.017941687,0.001032634,0.001450596,1.391289223,5.314333372,P17
Haemophilus.haemolyticus,0.099312799,0.08129648,0.057257617,0.192081637,0.733697808,P17
Streptococcus.equi,0.411394568,0.003185595,0.001440309,1.449470803,5.536570634,P17
Streptococcus.infantis,0.400696392,0.010516636,0.004567074,1.057275941,4.038496612,P17
Porphyromonas.gingivalis,0.529017147,0.015342883,0.009655296,4.036150336,15.41695865,P17
Treponema.medium,0.508184583,0.195264784,0.081534027,0.895665658,3.421190804,P17
Campylobacter.blaseri,0.143695876,8.56E-05,6.10E-05,1.095265615,4.183606479,P17
Streptococcus.agalactiae,0.106522956,0.096297898,0.087080342,0.479582448,1.831870012,P17
Lachnospiraceae.bacterium.oral.taxon.500,0.526218677,0.008210857,0.002165407,2.593918861,9.90804021,P17
Filifactor.alocis,0.479221249,0.12844808,0.090787921,3.232685287,12.34794823,P17
Treponema.sp..OMZ.838,0.462837179,0.049178068,0.021524249,1.012216014,3.866380371,P17
Prevotella.denticola,0.190107557,0.004681921,0.00349787,1.530943078,5.847771804,P17
Treponema.denticola,0.407238115,0.262410583,0.125325165,0.563136213,2.151021886,P17
Fretibacterium.fastidiosum,0.229281016,0.009865742,0.00615644,3.224040306,12.31492683,P17
Olsenella.uli,0.031312668,0.042182225,0.014753291,1.690488925,6.457192049,P17
Actinomyces.sp..oral.taxon.848,0.047504461,0.001236996,0.00158499,1.233713278,4.712437596,P17
Neisseria.meningitidis,0.890794429,0.037978213,0.004654615,0.959864633,3.666412826,P17
Treponema.sp..OMZ.806,0.487750338,0.429535053,0.183468502,0.908622135,3.470680901,P17
Leptotrichia.wadei,0.062956419,0.017765797,0.019584704,1.405809792,5.369797858,P17
Capnocytophaga.sp..FDAARGOS_737,0.153573146,0.005307165,0.004065749,0.746805705,2.852587668,P17
Dialister.pneumosintes,0.280514235,0.058532111,0.05551055,0.25058059,0.95714735,P17
Selenomonas.sp..oral.taxon.920,0.789509314,0.002240004,0.000894456,3.728162783,14.24053285,P17
Actinomyces.radicidentis,0.02352169,0.001420356,0.001995251,1.391289295,5.314333645,P17
Corynebacterium.matruchotii,0.04185109,0.002273779,0.002060718,1.095608019,4.184914365,P17
Selenomonas.sp..oral.taxon.136,0.077193941,0.004888816,0.006688559,1.428862758,5.457853703,P17
Neisseria.sp..oral.taxon.014,0.7243873,0.011863702,0.002698931,1.09730859,4.191410068,P17
Capnocytophaga.endodontalis,0.042809978,0.002765597,0.003219711,0.913238182,3.488312902,P17
Prevotella.scopos,0.147006258,0.01768046,0.017727537,1.478383626,5.647009486,P17
Streptococcus.milleri,0.43963361,0.041993368,0.04181356,4.182028911,15.97417376,P17
Arachnia.rubra,0.220117861,0.002888271,0.001670637,0.909376723,3.473563213,P17
Selenomonas.sp..oral.taxon.478,0.061979524,0.005343454,0.007324906,1.425970822,5.44680732,P17
Capnocytophaga.leadbetteri,0.141316919,0.005666747,0.00444579,0.742510078,2.83617958,P17
Eikenella.corrodens,0.347968502,0.005737425,0.002948943,0.869804365,3.322407942,P17
Aggregatibacter.segnis,0.347302345,0.125226696,0.117811525,5.174120481,19.76368442,P17
Actinomyces.sp..ZJ750,0.006528377,0.000826223,0.00116064,1.391289774,5.314335475,P17
Actinomyces.howellii,0.200213566,0.000458807,0.000644511,1.391289271,5.314333552,P17
Prevotella.enoeca,0.049104437,0.004182544,0.003294312,1.571704881,6.003470421,P17
Kingella.denitrificans,0.264019768,0.025419323,0.011498604,1.700878393,6.496876892,P17
Staphylococcus.aureus,0.579430241,0.053015128,0.098170703,3.695294607,14.11498567,P17
Actinomyces.slackii,0.200213562,0.000438986,0.000616668,1.391289284,5.314333603,P17
Actinomyces.sp..ZJ34,0.200213564,0.000547632,0.000769288,1.391289276,5.314333575,P17
Propionibacterium.acidifaciens,0.131198134,0.0004199,0.000476945,2.081468645,7.950624571,P17
Veillonella.rodentium,0.043303431,0.004460633,0.006175182,1.395404355,5.330052015,P17
Prevotella.sp..oral.taxon.475,0.044288529,0.01040763,0.005931944,1.961569255,7.492642634,P17
Aggregatibacter.sp..oral.taxon.513,0.320320765,0.025944918,0.020724351,5.369657285,20.51057999,P17
Haemophilus.sp..oral.taxon.036,0.211835844,0.002759705,0.002170359,1.038785888,3.967869815,P17
bacterium,0.059159925,0.002800066,0.003933403,1.391289271,5.314333553,P17
Actinomyces.sp..Chiba101,0.037576291,0.004179259,0.005870826,1.391292028,5.314344085,P17
Treponema.putidum,0.257279026,0.040077799,0.036216899,0.299642348,1.14454946,P17
Actinomyces.weissii,0.015436456,0.02252564,0.031642979,1.391289285,5.314333608,P17
Ottowia.sp..oral.taxon.894,0.196385058,0.004423856,0.003113761,0.654879962,2.501457195,P17
Actinomyces.procaprae,0.200213654,0.000854541,0.001200419,1.391289665,5.314335059,P17
Treponema.parvum,0.363064452,0.088878989,0.046585918,0.914222839,3.492074015,P17
Neisseria.lactamica,0.001315902,0.021926171,0.025899437,1.109692594,4.238713479,P17
Prevotella.fusca,0.032974474,0.00235843,0.003215806,1.42091048,5.427478238,P17
Treponema.pedis,0.583754382,0.006705149,0.002224026,0.722073436,2.758117358,P17
Capnocytophaga.sp..oral.taxon.878,0.366325121,0.001062647,0.000868726,0.835978812,3.193203848,P17
Anaerolineaceae.bacterium.oral.taxon.439,0.685389507,0.002744557,0.000390272,1.945209402,7.4301526,P17
Mycoplasma.salivarium,0.449705678,0.00314185,0.000756644,2.162507016,8.260168347,P17
Abiotrophia.defectiva,0.077037178,0.048188,0.032705108,0.656327851,2.506987724,P17
TM7.phylum.sp..oral.taxon.349,0.188113952,0.002726308,0.002116269,1.436426608,5.486745479,P17
Kingella.oralis,0.18732532,0.001159948,0.001415699,1.115221609,4.259832761,P17
Actinomyces.israelii,0.200215108,0.000389068,0.000546543,1.391287587,5.31432712,P17
Enterococcus.cecorum,0.750199102,0.001547101,0.000535202,4.184575356,15.98390046,P17
Neisseria.cinerea,0.290654548,0.082963286,0.064532093,0.874303378,3.339592906,P17
Neisseria.gonorrhoeae,0.414313248,0.059870332,0.033321661,1.276064878,4.874208795,P17
Neisseria.sp..KEM232,0.459064078,0.002526159,0.001279576,1.015915274,3.880510504,P17
Fusobacterium.hwasookii,0.472681715,0.002136417,0.001321293,2.713394949,10.36440525,P17
Streptococcus.periodonticum,0.191909451,0.004779176,0.009384917,3.111113203,11.88357707,P17
X.Eubacterium..minutum,0.479639099,0.007509231,0.003576731,3.041869997,11.61908751,P17
Neisseria.bacilliformis,0.716223962,0.001467802,0.00106944,4.259089567,16.26852378,P17
Prevotella.multiformis,0.014673429,0.003662417,0.004679174,1.543827037,5.896984902,P17
Cutibacterium.acnes,0.021984503,-1.74E-12,0.000495494,3.771596254,14.40643649,P17
Leptotrichia.sp..oral.taxon.218,0.200216138,0.000393473,0.000552729,1.391290455,5.314338075,P17
Fusobacterium.necrophorum,0.508472948,0.002296485,0.000814918,2.148437402,8.206426378,P17
Candidatus.Saccharibacteria.bacterium.oral.taxon.957,0.049109659,0.001303025,0.001743299,1.463232293,5.589135656,P17
Peptostreptococcus.anaerobius,0.312492191,0.004791032,0.003074028,1.282385219,4.898350718,P17
Porphyromonas.asaccharolytica,0.004641275,0.000896596,0.001061438,1.731167852,6.612574104,P17
Prevotella.dentalis,0.11328512,0.001705533,0.001086906,1.860831403,7.107852386,P17
Bergeyella.cardium,0.003798929,0.001274518,0.001683633,1.483993909,5.668439188,P17
Lactococcus.lactis,0.471117819,0.000616614,0.000391198,0.841898996,3.215817285,P17
Leptotrichia.sp..oral.taxon.221,0.029038959,0.004356095,0.005594346,1.388388337,5.303252802,P17
Streptococcus.dysgalactiae,0.294651862,0.029230003,0.017015629,2.285556171,8.730181496,P17
Clostridioides.difficile,0.068595741,0.004162398,0.003301191,1.202370958,4.592718754,P17
Streptococcus.pseudoporcinus,0.042894155,8.78E-13,0.000628168,3.593516728,13.72622281,P17
Dolosigranulum.pigrum,0.76852954,0.001050752,0.000297927,0.890066797,3.39980473,P17
Porphyromonas.endodontalis,0.00056075,0.001215777,0.001384321,1.931468198,7.377665068,P17
Porphyromonas.cangingivalis,0.005830375,0.000727501,0.000834773,1.868835527,7.138425886,P17
Treponema.phagedenis,0.504508094,0.001887722,0.000943373,1.367977391,5.225288732,P17
Desulfobulbus.oralis,0.091334877,0.00240771,0.002777627,3.345823783,12.78010545,P17
Peptacetobacter.hiranonis,0.158923113,0.003114897,0.002305419,1.210865313,4.6251648,P17
Streptococcus.pyogenes,0.207935915,-5.71E-12,0.003197666,3.593517648,13.72622632,P17
Mycoplasma.orale,0.0873683,0.001238125,0.000956197,1.489381691,5.689018999,P17
Slackia.heliotrinireducens,0.492290008,0.000715946,0.000720166,3.22559397,12.32086139,P17
Campylobacter.curvus,0.001441816,0.000494718,0.000568226,2.182841257,8.337839423,P17
Fusobacterium.canifelinum,0.748483845,0.001255852,0.00076139,4.266629318,16.29732351,P17
Bacteroides.heparinolyticus,0.009974012,0.001474858,0.001806228,1.635256532,6.246219846,P17
Aggregatibacter.actinomycetemcomitans,0.447390183,0.004708544,0.005743121,4.895034588,18.69765483,P17
Lactococcus.cremoris,0.207935893,-8.69E-15,3.98E-05,4.260463989,16.27377369,P17
Berryella.intestinalis,0.207935897,1.23E-12,0.000852307,3.593517641,13.7262263,P17
Treponema.brennaborense,0.070155437,1.70E-13,0.00024235,3.593517645,13.72622631,P17
Porphyromonas.crevioricanis,0.535752985,-1.26E-12,0.000134895,3.593517531,13.72622588,P17
Bacteroides.zoogleoformans,0.174515168,0.000301828,0.000507609,2.853616501,10.90001212,P17
Mycoplasma.hyosynoviae,0.506210592,0.000748237,0.000381825,1.555624765,5.942048904,P17
Faecalibacterium.prausnitzii,0.809833699,0.001315978,0.000604896,4.558920551,17.41379378,P17
Histophilus.somni,0.207936877,-1.33E-12,0.000412075,3.593516013,13.72622008,P17
Fusobacterium.periodonticum,0.200213562,0.001601639,0.002249909,1.391289277,5.314333576,P17
Treponema.succinifaciens,0.483487785,0.000517319,0.000286221,1.495110239,5.710900439,P17
Streptococcus.porcinus,0.463583174,0.000688013,0.001250211,3.492067458,13.33871514,P17
Candidatus.Saccharibacteria.bacterium.oral.taxon.955,0.200213772,0.000629116,0.000883753,1.391289272,5.314333559,P17
Simonsiella.muelleri,0.00038229,0.001647376,0.001715096,1.886109846,7.204408926,P17
Clostridiales.bacterium,0.535750458,4.61E-12,0.000821938,3.59352648,13.72626006,P17
X.Haemophilus..ducreyi,0.744219832,0.000272708,0.000104919,4.976525875,19.00892862,P17
Aminipila.terrae,0.199893666,6.40E-09,0.000737543,3.593515002,13.72621621,P17
Gemella.sp..oral.taxon.928,0.079697404,1.19E-12,0.001717437,3.593515993,13.72622,P17
Mycoplasma.hominis,0.34435361,1.27E-12,0.00045661,3.593517641,13.72622629,P17
Haemophilus.parainfluenzae,0.027982191,0.066091633,0.067325698,1.222287278,4.668793491,P18
Actinomyces.naeslundii,0.482124539,0.01228395,0.003181152,0.574026206,2.192618597,P18
Actinomyces.pacaensis,0.056578554,0.008070354,0.009546555,1.329741954,5.079240119,P18
Actinomyces.sp..oral.taxon.414,0.390137373,0.000515989,0.001535937,4.153916453,15.86679208,P18
Schaalia.meyeri,0.056414155,0.006024722,0.006882762,1.192384215,4.554572204,P18
Schaalia.odontolytica,0.022610942,0.126791265,0.147277529,1.262372526,4.821907859,P18
Rothia.dentocariosa,0.433858551,0.010875624,0.003551684,6.281463581,23.99342349,P18
Rothia.mucilaginosa,0.141435054,0.231530129,0.118468982,0.939855331,3.589982922,P18
Gemella.morbillorum,0.29009865,0.016618347,0.01593256,0.347685132,1.328059378,P18
Streptococcus.cristatus,0.862088233,0.007257776,0.00051589,1.788018574,6.829727867,P18
Streptococcus.gordonii,0.222190791,0.006909713,0.003819419,0.992963837,3.792842472,P18
Streptococcus.mitis,0.577811266,0.678949585,0.428163225,3.858889552,14.73987233,P18
Streptococcus.oralis,0.300411152,0.339816358,0.252860717,0.448904266,1.714687992,P18
Streptococcus.salivarius,0.174581227,0.491757133,0.36655643,1.152443221,4.402008846,P18
Veillonella.nakazawae,0.069960125,0.019185394,0.022060527,1.31638501,5.028220353,P18
Veillonella.atypica,0.059232059,0.103525814,0.129284737,1.321873602,5.049185231,P18
Veillonella.parvula,0.053110835,0.023512207,0.024059865,1.166816889,4.456912213,P18
Myoviridae.sp.,0.020902945,0.007365339,0.006492581,1.312925282,5.015005166,P18
Siphoviridae.sp.,0.364355835,0.074933163,0.030681471,1.08080393,4.128366912,P18
Prevotella.melaninogenica,0.049467427,0.313506859,0.417007599,1.365978484,5.217653469,P18
Gemella.haemolysans,0.208554059,0.049127291,0.058679262,0.099694065,0.380803277,P18
Streptococcus.pneumoniae,0.66342456,0.162346739,0.071573484,3.905520592,14.91798978,P18
Streptococcus.thermophilus,0.180227362,0.004701791,0.002650212,1.180755649,4.510154354,P18
Podoviridae.sp.,0.033262159,0.005163494,0.004313423,1.50935077,5.765295263,P18
Streptococcus.sp..oral.taxon.061,0.020619554,0.142535113,0.151247125,1.340320576,5.11964748,P18
Campylobacter.concisus,0.163043376,0.028114312,0.027561902,0.558153512,2.131989372,P18
Gemella.sanguinis,0.040058039,0.046828676,0.04549798,1.310275325,5.004883077,P18
Streptococcus.sp..LPB0220,0.095004738,0.046173278,0.037744661,1.317824955,5.033720537,P18
Streptococcus.sp..oral.taxon.431,0.092663876,0.078985975,0.058306096,1.335701033,5.102002127,P18
Lachnoanaerobaculum.umeaense,0.059839748,0.002158579,0.001964164,1.12023056,4.278965546,P18
Veillonella.dispar,0.095964672,0.062713591,0.072790266,1.330267095,5.081246011,P18
Bacteriophage.sp.,0.301737294,0.002183454,0.001030908,1.323070273,5.053756177,P18
Streptococcus.anginosus,0.698283338,0.033337555,0.010777368,0.433208933,1.654736233,P18
Streptococcus.gwangjuense,0.755176506,0.029065609,0.006149999,3.161445489,12.07583225,P18
Streptococcus.parasanguinis,0.051655363,0.024531718,0.021592401,1.150414183,4.394258491,P18
Streptococcus.sanguinis,0.146289073,0.219246248,0.180757705,0.493441504,1.884807708,P18
Streptococcus.pseudopneumoniae,0.499408127,0.070054749,0.060516713,3.880853106,14.82376693,P18
Actinomyces.oris,0.534464187,0.013035114,0.003051853,0.37186386,1.420415314,P18
Rothia.aeria,0.294211985,0.033312459,0.018960734,1.094088946,4.179111936,P18
Streptococcus.australis,0.062072303,0.089415888,0.063376664,1.271116844,4.855308696,P18
Lancefieldella.parvula,0.141673073,0.008180033,0.010571231,1.344178132,5.13438226,P18
Streptococcus.intermedius,0.37441549,0.001901009,0.000907395,1.117899631,4.270062053,P18
Streptococcus.sp..116.D4,0.636478837,0.007074143,0.002343639,3.197402669,12.21317856,P18
Streptococcus.sp..I.P16,0.023612681,0.11360764,0.105307597,1.411855573,5.392891043,P18
