pathway	species	sum	ownership_new	Superclass1	Superclass2
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Peptostreptococcus_anaerobius	7.38e-07	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Streptococcus_australis	0.000923847	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Neisseria_meningitidis	1.70311e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Haemophilus_parahaemolyticus	0.000175931	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Bacteroides_heparinolyticus	1.134e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Haemophilus_influenzae	0.00027846	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Veillonella_atypica	0.000981019	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Neisseria_elongata	0.000144693	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Cardiobacterium_hominis	1.4843e-05	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Veillonella_atypica	0.000748491	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Corynebacterium_matruchotii	1.7e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Streptococcus_mitis	0.008467341	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Neisseria_mucosa	0.000658142	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Streptococcus_oralis	0.003554159	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Streptococcus_pseudopneumoniae	0.000773598	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Actinomyces_sp_oral_taxon_897	8.09e-07	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Capnocytophaga_gingivalis	5.72e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Haemophilus_parahaemolyticus	0.000125037	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Haemophilus_influenzae	0.000260168	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Streptococcus_pneumoniae	0.006044934	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Haemophilus_haemolyticus	0.000167723	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Neisseria_meningitidis	3.6005e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	Streptococcus_agalactiae	0.000324679	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Streptococcus_pseudopneumoniae	0.003387669	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Prevotella_scopos	7.57e-06	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Neisseria_mucosa	0.000551931	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Corynebacterium_matruchotii	3.216e-06	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Prevotella_jejuni	8.6287e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Porphyromonas_endodontalis	0.000776479	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Streptococcus_pneumoniae	0.008723357	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Neisseria_meningitidis	0.000169112	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Streptococcus_mitis	0.011801931	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Prevotella_multiformis	1.5e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Capnocytophaga_gingivalis	5.3705e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Neisseria_elongata	0.000211773	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Porphyromonas_gingivalis	2.7138e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Haemophilus_haemolyticus	6.0277e-05	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Streptococcus_agalactiae	0.000295054	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Prevotella_oris	5.0714e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Prevotella_denticola	4.005e-06	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Haemophilus_influenzae	4.4498e-05	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Streptococcus_oralis	0.001901795	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Haemophilus_parahaemolyticus	0.000200055	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Gemella_haemolysans	0.000676941	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Cardiobacterium_hominis	1.6441e-05	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Prevotella_denticola	1.1144e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Prevotella_multiformis	1.434e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Gemella_haemolysans	0.00402721	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Prevotella_scopos	2.1042e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Neisseria_meningitidis	7.38547e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Haemophilus_parahaemolyticus	0.0002571396	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Prevotella_oris	5.8566e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Bacteroides_heparinolyticus	1.342e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Streptococcus_mitis	0.00501891	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Capnocytophaga_gingivalis	7.492e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Porphyromonas_gingivalis	1.5388e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Haemophilus_haemolyticus	0.000204223	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Neisseria_elongata	0.000233379	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Haemophilus_influenzae	0.0002807448	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Actinomyces_sp_oral_taxon_897	4.022e-06	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Streptococcus_parasanguinis	0.004284205	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Porphyromonas_endodontalis	0.000764212	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Prevotella_dentalis	2.59e-06	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Streptococcus_pneumoniae	0.010926453	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Streptococcus_oralis	0.006608214	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Streptococcus_australis	0.000995357	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Prevotella_jejuni	0.00011274	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Streptococcus_pseudopneumoniae	0.004083096	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Streptococcus_agalactiae	0.000330136	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Neisseria_mucosa	0.001178011	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Prevotella_veroralis	1.155e-06	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Cardiobacterium_hominis	2.5306e-05	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6151: S-adenosyl-L-methionine salvage I	Prevotella_histicola	0.000296326	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Capnocytophaga_gingivalis	6.9104e-05	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Veillonella_atypica	0.000890946	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Cardiobacterium_hominis	1.9554e-05	mix	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Streptococcus_pseudopneumoniae	0.002327294	cluster2	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Streptococcus_oralis	0.003132709	mix	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Prevotella_denticola	7.32e-06	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Streptococcus_australis	0.000567532	mix	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Haemophilus_influenzae	0.0004614592	mix	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Bacteroides_heparinolyticus	1.191e-05	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Prevotella_scopos	7.36e-06	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Prevotella_veroralis	5.648e-06	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Neisseria_mucosa	0.001033848	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Porphyromonas_endodontalis	0.000832051	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Prevotella_oris	5.9948e-05	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Prevotella_histicola	0.000288728	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Streptococcus_pneumoniae	0.011757551	cluster2	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Peptostreptococcus_anaerobius	9.59e-07	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Streptococcus_agalactiae	0.000281758	cluster2	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Corynebacterium_matruchotii	1.164e-06	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Porphyromonas_gingivalis	2.1221e-05	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Neisseria_meningitidis	0.00018663	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Streptococcus_mitis	0.008408928	cluster2	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Neisseria_elongata	0.000242431	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Prevotella_multiformis	1.107e-05	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Haemophilus_parahaemolyticus	0.00017079	cluster2	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Prevotella_jejuni	0.000105499	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Prevotella_dentalis	2.84e-06	mix	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Haemophilus_haemolyticus	0.000136797	mix	Biosynthesis	Aromatic Compound Biosynthesis
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	Streptococcus_parasanguinis	0.002749788	cluster1	Biosynthesis	Aromatic Compound Biosynthesis
PWY-621: sucrose degradation III (sucrose invertase)	Prevotella_dentalis	2.13e-06	mix	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-621: sucrose degradation III (sucrose invertase)	Cardiobacterium_hominis	2.5513e-05	mix	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-621: sucrose degradation III (sucrose invertase)	Haemophilus_parahaemolyticus	0.000230235	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-621: sucrose degradation III (sucrose invertase)	Streptococcus_agalactiae	0.00031229	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-621: sucrose degradation III (sucrose invertase)	Streptococcus_pneumoniae	0.011976413	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	Streptococcus_pneumoniae	0.000738525	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-6317: D-galactose degradation I (Leloir pathway)	Haemophilus_influenzae	0.000261815	mix	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6317: D-galactose degradation I (Leloir pathway)	Streptococcus_agalactiae	0.00033177	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6317: D-galactose degradation I (Leloir pathway)	Streptococcus_pneumoniae	0.017391967	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6317: D-galactose degradation I (Leloir pathway)	Streptococcus_pseudopneumoniae	0.003969225	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6317: D-galactose degradation I (Leloir pathway)	Streptococcus_oralis	0.003412339	mix	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6317: D-galactose degradation I (Leloir pathway)	Streptococcus_parasanguinis	0.002731902	cluster1	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6317: D-galactose degradation I (Leloir pathway)	Streptococcus_mitis	0.013232674	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6317: D-galactose degradation I (Leloir pathway)	Haemophilus_parahaemolyticus	0.000196348	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6317: D-galactose degradation I (Leloir pathway)	Streptococcus_australis	0.000546485	mix	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6317: D-galactose degradation I (Leloir pathway)	Haemophilus_haemolyticus	0.00013528	mix	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6527: stachyose degradation	Streptococcus_oralis	0.002502877	mix	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6527: stachyose degradation	Streptococcus_pseudopneumoniae	0.00028256	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6527: stachyose degradation	Streptococcus_mitis	0.002555397	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6527: stachyose degradation	Streptococcus_parasanguinis	0.001105051	cluster1	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6527: stachyose degradation	Streptococcus_pneumoniae	0.006218464	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-6612: superpathway of tetrahydrofolate biosynthesis	Streptococcus_pneumoniae	0.005936087	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6612: superpathway of tetrahydrofolate biosynthesis	Haemophilus_influenzae	3.453e-05	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6612: superpathway of tetrahydrofolate biosynthesis	Streptococcus_oralis	0.003193121	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6612: superpathway of tetrahydrofolate biosynthesis	Streptococcus_mitis	0.007318554	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6612: superpathway of tetrahydrofolate biosynthesis	Haemophilus_haemolyticus	6.5361e-05	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6628: superpathway of L-phenylalanine biosynthesis	Neisseria_mucosa	0.000145668	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-6628: superpathway of L-phenylalanine biosynthesis	Streptococcus_parasanguinis	0.00288285	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-6628: superpathway of L-phenylalanine biosynthesis	Haemophilus_influenzae	0.000366268	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-6628: superpathway of L-phenylalanine biosynthesis	Streptococcus_mitis	0.002522909	cluster2	Biosynthesis	Amino Acid Biosynthesis
PWY-6628: superpathway of L-phenylalanine biosynthesis	Haemophilus_haemolyticus	5.6817e-05	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-6628: superpathway of L-phenylalanine biosynthesis	Streptococcus_oralis	0.00026714	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-6628: superpathway of L-phenylalanine biosynthesis	Streptococcus_pneumoniae	0.000797321	cluster2	Biosynthesis	Amino Acid Biosynthesis
PWY-6628: superpathway of L-phenylalanine biosynthesis	Prevotella_dentalis	2.28e-06	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-6628: superpathway of L-phenylalanine biosynthesis	Streptococcus_australis	0.000299424	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-6630: superpathway of L-tyrosine biosynthesis	Streptococcus_australis	0.000347355	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-6630: superpathway of L-tyrosine biosynthesis	Haemophilus_haemolyticus	1.4465e-05	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-6630: superpathway of L-tyrosine biosynthesis	Streptococcus_pneumoniae	0.000740658	cluster2	Biosynthesis	Amino Acid Biosynthesis
PWY-6630: superpathway of L-tyrosine biosynthesis	Streptococcus_oralis	0.00027402	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-6630: superpathway of L-tyrosine biosynthesis	Neisseria_meningitidis	8.564e-06	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-6630: superpathway of L-tyrosine biosynthesis	Haemophilus_influenzae	0.000364588	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-6630: superpathway of L-tyrosine biosynthesis	Streptococcus_mitis	0.001811239	cluster2	Biosynthesis	Amino Acid Biosynthesis
PWY-6630: superpathway of L-tyrosine biosynthesis	Neisseria_elongata	0.000180763	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-6630: superpathway of L-tyrosine biosynthesis	Neisseria_mucosa	0.000672368	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-6700: queuosine biosynthesis I (de novo)	Peptostreptococcus_anaerobius	3.91e-07	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Streptococcus_pseudopneumoniae	0.00544164	cluster2	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Prevotella_dentalis	1.62e-06	mix	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Neisseria_mucosa	0.001218207	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Bacteroides_heparinolyticus	1.3168e-05	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Prevotella_denticola	6.103e-06	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Porphyromonas_gingivalis	2.5134e-05	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Neisseria_meningitidis	1.0782e-06	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Neisseria_elongata	0.000185727	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Prevotella_scopos	1.6881e-05	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Haemophilus_influenzae	0.0003886937	mix	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Prevotella_histicola	0.000292247	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Streptococcus_agalactiae	0.000277123	cluster2	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Gemella_haemolysans	0.001553445	cluster2	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Streptococcus_oralis	0.002693035	mix	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Haemophilus_parahaemolyticus	0.00019196	cluster2	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Porphyromonas_endodontalis	0.00097261	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Prevotella_veroralis	1.34e-05	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Prevotella_jejuni	0.000149777	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Prevotella_oris	5.8892e-05	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Prevotella_fusca	2.24e-07	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Veillonella_atypica	0.000703561	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Capnocytophaga_gingivalis	5.733e-05	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Prevotella_multiformis	6.47e-06	cluster1	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Streptococcus_pneumoniae	0.009564566	cluster2	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Haemophilus_haemolyticus	0.00018401	mix	Macromolecule Modification	Nucleic Acid Processing
PWY-6700: queuosine biosynthesis I (de novo)	Streptococcus_mitis	0.008152465	cluster2	Macromolecule Modification	Nucleic Acid Processing
PWY-6703: preQ0 biosynthesis	Haemophilus_parahaemolyticus	0.000177184	cluster2	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Neisseria_elongata	0.000147541	cluster1	Biosynthesis	Secondary Metabolite Biosynthesis
